rostime,x,y,z,rot_x,rot_y,rot_z
1337088377056628942,-0.198805974837,-4.50846118179,1.40661702794,-0.399910074516,0.5914852744,0.521703843282,0.466949892787
1337088377066639900,-0.199187226488,-4.50821199088,1.40697462561,-0.400155973192,0.590578431132,0.522371099775,0.467141036434
1337088377076777935,-0.199572095374,-4.50805833738,1.40725190525,-0.399763204882,0.590103275974,0.522964594552,0.467413667485
1337088377086880922,-0.199792998059,-4.50784913888,1.40753605699,-0.399513782964,0.589460901801,0.523370180242,0.467983158783
1337088377096839904,-0.199994270011,-4.50769374967,1.40784515988,-0.399579671537,0.58886162788,0.523915081243,0.468071636559
1337088377106693983,-0.200315462504,-4.50758247958,1.40807248914,-0.399306483181,0.58886983436,0.523612941546,0.468632199188
1337088377116590023,-0.200535444115,-4.5074874044,1.40842786029,-0.398935339397,0.588502854859,0.523753716228,0.469251563174
1337088377126662015,-0.200800497945,-4.50739253396,1.40857413514,-0.398964062238,0.588892411451,0.523171836247,0.469387509992
1337088377136707067,-0.201006456149,-4.50728845161,1.40887325553,-0.398765244452,0.588985008174,0.523169538952,0.469442833023
1337088377146617889,-0.201224056826,-4.50717447215,1.40908044966,-0.398906529437,0.588954141791,0.523040495647,0.469505313658
1337088377156656026,-0.201516484793,-4.50704293384,1.4091836382,-0.399621404338,0.589234257804,0.522591815317,0.469045325304
1337088377166459083,-0.201784874416,-4.50695744777,1.40951331084,-0.39959536785,0.589001142277,0.522859267252,0.469062237914
1337088377176676034,-0.202064676258,-4.50684589744,1.40973847664,-0.400173194459,0.58936998372,0.522546707229,0.468454240552
1337088377186933994,-0.202279101599,-4.50678428009,1.4099500725,-0.400887895775,0.589452152889,0.52256534755,0.467718411028
1337088377196588039,-0.20245088724,-4.50681007651,1.41019708812,-0.401294718598,0.589707571005,0.52250719704,0.46711214774
1337088377206608057,-0.202635041294,-4.50676943389,1.4105485987,-0.401773872421,0.589907714628,0.5226726311,0.466261690857
1337088377216590881,-0.202757454217,-4.50674161192,1.41081235875,-0.402014398962,0.589967929433,0.522917288881,0.465703526137
1337088377226932048,-0.202844338427,-4.50669722102,1.41117723822,-0.402463029634,0.589918185401,0.523314797309,0.464931895258
1337088377236865997,-0.202910342489,-4.50672796727,1.41146245794,-0.403336493735,0.590115877071,0.523375778388,0.463854200204
1337088377246660947,-0.202892006644,-4.50671187014,1.41161843042,-0.404473656126,0.58991684081,0.523412044777,0.463075602695
1337088377256611108,-0.202693900216,-4.50694471805,1.41202876467,-0.407518754657,0.590365385822,0.520906576921,0.462659176875
1337088377266618013,-0.202698361959,-4.50693207707,1.41205652778,-0.409424961714,0.590360568677,0.520363786132,0.461591951575
1337088377276616096,-0.202714751543,-4.50685778897,1.41204971577,-0.411521486034,0.589842111151,0.520341585992,0.46041392717
1337088377286850929,-0.202698309807,-4.50682998593,1.41205985819,-0.413864160276,0.589096357019,0.520180330792,0.459450065233
1337088377296627998,-0.202777877485,-4.5067183284,1.41198966328,-0.416491354658,0.588246380342,0.520091249376,0.45826437766
1337088377306631088,-0.202827024674,-4.5067103363,1.41190673647,-0.419462495997,0.587719618302,0.519542683226,0.456850374873
1337088377316492080,-0.2029629638,-4.50669752929,1.41181848259,-0.422128987264,0.587398301399,0.518989932109,0.455433643899
1337088377326672077,-0.202946780374,-4.5065668737,1.41162109285,-0.424447312313,0.586755271032,0.518871111827,0.454241676092
1337088377337002992,-0.203148738845,-4.50647622356,1.41170558626,-0.426114236881,0.585003796077,0.520005578412,0.453642385722
1337088377346736907,-0.203191114567,-4.50635969466,1.41153833475,-0.427929780462,0.583967471353,0.520687698594,0.452484713475
1337088377356565952,-0.203450878598,-4.50607658581,1.41128990087,-0.429055608719,0.582483486562,0.522646864048,0.451070424668
1337088377366668939,-0.203404987384,-4.50639907976,1.41138014048,-0.430843900456,0.581729523129,0.522624239457,0.450364518687
1337088377376633882,-0.203533121226,-4.50635499596,1.41135035504,-0.431921519141,0.58069230772,0.523872456374,0.449219205412
1337088377387048006,-0.203549443061,-4.50629668405,1.41133826248,-0.433293129513,0.579584789378,0.524348527671,0.448772946341
1337088377396636962,-0.203912182454,-4.5063536701,1.41140991272,-0.4342941826,0.579131051344,0.526516474268,0.445843235514
1337088377406627893,-0.204230247283,-4.50625764265,1.41133049934,-0.435365408559,0.578230843598,0.528552973194,0.443551357871
1337088377416596889,-0.2046928131,-4.50616722034,1.41105462695,-0.436401764947,0.577834149529,0.530051808394,0.4412553406
1337088377426750898,-0.205309746344,-4.5059678818,1.41052222404,-0.43702254856,0.577347294557,0.532435258965,0.438399462283
1337088377436947107,-0.205723975051,-4.50591791077,1.41020483186,-0.438638309419,0.577107483282,0.5335383843,0.435752428254
1337088377446647882,-0.206027759015,-4.50574769773,1.40986481065,-0.44105124294,0.577029271559,0.534039484989,0.43279654497
1337088377456701040,-0.206428803473,-4.50562106031,1.40945756118,-0.442745211617,0.577218633583,0.535004249096,0.429611196414
1337088377466543912,-0.206861161792,-4.50547159444,1.4090532215,-0.44459103914,0.577093900694,0.53604984168,0.426558325358
1337088377476593017,-0.207107288295,-4.50534321079,1.40877893586,-0.446102964414,0.576928854896,0.535858639262,0.425441841216
1337088377487103939,-0.207541226614,-4.50541057895,1.40857547999,-0.446938407151,0.577141980511,0.536311638163,0.423701571056
1337088377496802091,-0.207816224594,-4.50526979266,1.40820618104,-0.447662134814,0.577078593915,0.536992639124,0.422158518835
1337088377506661891,-0.208206949734,-4.50508811771,1.40790475879,-0.448340864093,0.576999819164,0.53701109186,0.421521963234
1337088377516561985,-0.208506908793,-4.50482714766,1.40753843098,-0.449108553375,0.576954925218,0.537044566594,0.420722776951
1337088377526557922,-0.208803516115,-4.50451261049,1.40715906011,-0.44992057664,0.576820912567,0.537148494368,0.419905470956
1337088377536962985,-0.208871252828,-4.50415408996,1.40683360777,-0.450924201212,0.576321630367,0.536602587599,0.420212334558
1337088377546739101,-0.209335413538,-4.50375068061,1.40645824638,-0.45044409008,0.575883813866,0.538365687747,0.419070806541
1337088377556637048,-0.20955418362,-4.503290907,1.40608573311,-0.45065635197,0.575004646472,0.539055110228,0.419163568434
1337088377566541910,-0.20980851722,-4.50285119027,1.40577097844,-0.450732094562,0.574216893231,0.539506925711,0.419580523345
1337088377576725959,-0.210055840594,-4.50239229537,1.40562059197,-0.449963755911,0.573189601092,0.54009165331,0.421054991172
1337088377586916923,-0.210316489645,-4.50193100386,1.40531530249,-0.449239861835,0.572644661405,0.540360142542,0.422223346885
1337088377596611976,-0.210635421951,-4.50141376348,1.40502903296,-0.448331599758,0.572309464046,0.540843998894,0.423022957867
1337088377606653928,-0.210871155695,-4.50089052933,1.40486059351,-0.447535140419,0.571725183057,0.54141817597,0.423920950034
1337088377616687059,-0.21111989957,-4.50042425361,1.40463095655,-0.446674761167,0.57112322191,0.541869252546,0.425061920521
1337088377626585006,-0.211328906425,-4.49985224236,1.40443852479,-0.445443082287,0.570483640177,0.54249671009,0.42641083039
1337088377636895895,-0.211765619511,-4.49921000139,1.40420575501,-0.443805319362,0.570126011316,0.543235694972,0.427654240521
1337088377646707057,-0.21192988752,-4.49858093043,1.40391009602,-0.442316468731,0.569681628784,0.543711537239,0.429181485609
1337088377656627893,-0.212283264783,-4.49801366289,1.4036915599,-0.441058386419,0.569343441934,0.544510775463,0.429911107441
1337088377666558980,-0.21255440807,-4.49749693056,1.40343229992,-0.440576962562,0.569241395804,0.544690425367,0.430312112166
1337088377676717042,-0.21273459871,-4.49693627759,1.40306376717,-0.439741755393,0.568851716758,0.545414545968,0.430764304408
1337088377686913967,-0.212969485736,-4.49641783681,1.4027315905,-0.439180933842,0.568578457689,0.545663632055,0.431381322561
1337088377696507930,-0.213076936881,-4.49581719141,1.40228119025,-0.439006990738,0.568640945048,0.545265366177,0.431979187167
1337088377706711053,-0.213208130252,-4.49530060831,1.40197157619,-0.438853284279,0.568413672787,0.544828727594,0.432984236498
1337088377716527938,-0.213286481542,-4.49488656977,1.40160140222,-0.438772672113,0.567866900412,0.544573612946,0.434102874567
1337088377726629018,-0.213254510782,-4.49448268225,1.40135664581,-0.438060398358,0.567439577514,0.544573903062,0.435378774592
1337088377736898899,-0.213418120036,-4.49409156298,1.40106358482,-0.437984758937,0.567369837677,0.543820966094,0.436485480938
1337088377746591091,-0.213424300867,-4.49380606304,1.40079179606,-0.437639192224,0.567239566079,0.5434439278,0.437469895468
1337088377756567001,-0.21345475701,-4.49353041907,1.4005699265,-0.43723633094,0.567148662134,0.543182527469,0.438314416598
1337088377766561031,-0.213449855408,-4.49324698962,1.4003135116,-0.436882866628,0.566814411515,0.542653740427,0.439751863835
1337088377776633024,-0.213504295044,-4.49300926306,1.40000736041,-0.436544100656,0.566745188166,0.542153530439,0.440793250068
1337088377787111997,-0.213520466857,-4.4927970943,1.39985390399,-0.43618352589,0.566445682404,0.542028730325,0.441687758638
1337088377796688079,-0.213626758855,-4.4926277344,1.3996936653,-0.436027268839,0.566388917049,0.542102923345,0.441823761214
1337088377806590080,-0.213688868115,-4.49240597665,1.39954524778,-0.435698240979,0.566039868601,0.542195967003,0.442481009002
1337088377816509962,-0.213746256072,-4.4922149857,1.39947334812,-0.435490284343,0.565631754739,0.542531703759,0.442795980889
1337088377826636075,-0.213885743543,-4.49202033242,1.3994033947,-0.435273089693,0.565351911435,0.542673412065,0.443193097265
1337088377836813926,-0.213953074627,-4.49190752272,1.3994543749,-0.434849179551,0.564928887133,0.542988724141,0.443762086013
1337088377846748113,-0.214149308267,-4.49188020395,1.39963341589,-0.434419178267,0.564677877058,0.543621308655,0.443728233822
1337088377856651067,-0.214183849903,-4.49165185165,1.39920192805,-0.434483619054,0.565180132972,0.542720644558,0.44412802663
1337088377866539001,-0.214287757876,-4.49156639001,1.3991689887,-0.43443222477,0.565399354775,0.542603990034,0.444041801749
1337088377876590013,-0.214464239527,-4.49154415632,1.3991492185,-0.434374372399,0.565523595292,0.542793360439,0.443708615686
1337088377887048006,-0.214610489981,-4.49153232642,1.39929434144,-0.434244107772,0.564968454573,0.543416589504,0.443780475522
1337088377898438930,-0.214815586585,-4.49152411826,1.39935792801,-0.434152678722,0.564814289646,0.543763512441,0.443641197714
1337088377906634092,-0.214855017355,-4.49146723106,1.39924059822,-0.434713846017,0.565164701115,0.543611192213,0.442831349833
1337088377916614055,-0.215069007645,-4.49149456597,1.39941241204,-0.434470359307,0.564862711703,0.544024903044,0.442947546193
1337088377926585912,-0.215158426347,-4.49153096605,1.39948857088,-0.434391528163,0.564810348049,0.544195066376,0.442882603777
1337088377936832904,-0.215241686208,-4.491560814,1.39936848931,-0.434740382403,0.565434061429,0.543898193358,0.442108445234
1337088377946644067,-0.215457617478,-4.49168154863,1.39954147446,-0.434173009665,0.56528998417,0.544447878934,0.442173652088
1337088377956579923,-0.215608436375,-4.49172180566,1.39958845253,-0.434044098433,0.5655557406,0.544562563059,0.441819012497
1337088377966559886,-0.215697942879,-4.49186567548,1.39971684175,-0.433987511387,0.565683242915,0.544951908816,0.441230921086
1337088377976645946,-0.215740737035,-4.49194553605,1.39976753937,-0.434159953706,0.565771890208,0.544857241879,0.44106449508
1337088377986808061,-0.215675874437,-4.49196965282,1.39970245441,-0.434506711645,0.565549060002,0.544597514321,0.441329497837
1337088377996653079,-0.215894783409,-4.49216302105,1.39978893345,-0.434636525185,0.566092046772,0.544590096419,0.440513918554
1337088378006624937,-0.215964953612,-4.49226883876,1.39975298384,-0.434687220185,0.566151299051,0.544451515186,0.440559048033
1337088378016565084,-0.216023472195,-4.49238016661,1.39972323437,-0.434855274843,0.566313480241,0.544491210083,0.440135495252
1337088378026583909,-0.216089095247,-4.49249795315,1.39962357629,-0.434965982962,0.566404674736,0.544611396673,0.439759894392
1337088378036865949,-0.216123852428,-4.49259023215,1.39953988201,-0.435342415078,0.566528641421,0.544644784825,0.439185995276
1337088378046561002,-0.216154873225,-4.49271415757,1.39943597537,-0.435466450082,0.566466039175,0.544739616497,0.439026135364
1337088378056616067,-0.216157620124,-4.49288433182,1.39938409291,-0.43576887489,0.566350852464,0.545074126235,0.438459116109
1337088378066562891,-0.216195451923,-4.49288811252,1.39919481743,-0.435676163137,0.566119945759,0.54492806487,0.439030627639
1337088378076639890,-0.216161535419,-4.49295067388,1.39908544475,-0.435620685439,0.566086403807,0.544833294652,0.439246494444
1337088378086870908,-0.216157222326,-4.49301052377,1.39890592929,-0.435657529259,0.566053486314,0.544671873445,0.439452520882
1337088378096636056,-0.216108206858,-4.4930190008,1.39867747281,-0.435874381778,0.565994840448,0.544478801763,0.4395522703
1337088378106652021,-0.216017939711,-4.49298687511,1.39834470907,-0.436047782024,0.5663445865,0.544107374065,0.439389697901
1337088378116636037,-0.216138350109,-4.49308126075,1.39813422651,-0.436228030345,0.56611345025,0.544176093335,0.439423538776
1337088378126629114,-0.216164996249,-4.49310064551,1.39787073571,-0.436618926105,0.566116356717,0.544199368219,0.439002541741
1337088378136785030,-0.216206465806,-4.49310257182,1.39764212408,-0.436470541262,0.565967005679,0.544415854958,0.43907424425
1337088378146657943,-0.216211812172,-4.49306305058,1.39737706047,-0.436797727302,0.565909939893,0.544192803414,0.439098938813
1337088378156636953,-0.21619423347,-4.49304921098,1.39706291914,-0.43684350167,0.566079259741,0.544093947059,0.438957632937
1337088378166656017,-0.216222398837,-4.4930248139,1.39704046758,-0.43643187928,0.565747013018,0.54430425412,0.439534311467
1337088378176620960,-0.216223731654,-4.49298260443,1.39689743417,-0.43608087252,0.565586318676,0.54423329187,0.440176910762
1337088378186788082,-0.216146260452,-4.49292836253,1.39670110439,-0.436073774088,0.565414669328,0.543993092953,0.440701066576
1337088378196573972,-0.216131608355,-4.49283418576,1.3966366335,-0.435584576194,0.565107275689,0.544093124933,0.441454998099
1337088378206666946,-0.215999461494,-4.49280706648,1.39640814897,-0.435237744832,0.565094231764,0.543966402872,0.441969645165
1337088378216655015,-0.216066538494,-4.49273785793,1.39630794415,-0.435252136992,0.564795553367,0.544046145576,0.442239020921
1337088378226640939,-0.216076215751,-4.49260694534,1.39607877324,-0.435218245079,0.56456634967,0.54406136155,0.442546213223
1337088378236799955,-0.216053747819,-4.49258366965,1.39594053698,-0.435456116549,0.564484010461,0.543718657256,0.442838338726
1337088378246665954,-0.216101199443,-4.49243119719,1.39569545604,-0.435228962459,0.564316898706,0.544129726291,0.442769724617
1337088378256618022,-0.21613972215,-4.49234252485,1.39562078808,-0.43513030414,0.563921055524,0.54429396683,0.443168973674
1337088378266551971,-0.216141029964,-4.49218239239,1.39548729805,-0.435195907968,0.563832152069,0.544169063284,0.443371014552
1337088378276608943,-0.216157260977,-4.49206469633,1.39543153765,-0.434835472363,0.563757175956,0.544262624775,0.443705030179
1337088378286880016,-0.216114576872,-4.49195635107,1.395292977,-0.434726244483,0.563705688173,0.543923611034,0.444292803046
1337088378296596050,-0.21612795058,-4.49184111371,1.39519896708,-0.434432512304,0.563785778039,0.54376010285,0.444678467303
1337088378306631088,-0.216130491174,-4.49171566485,1.39513822934,-0.434110763378,0.563670277827,0.543574485617,0.445365514605
1337088378316528081,-0.216165831947,-4.49160821844,1.39504840597,-0.433968305742,0.563675198663,0.543557892936,0.44551834648
1337088378326625108,-0.216182329039,-4.4914644506,1.39490427535,-0.43416485318,0.563758208696,0.543246077129,0.44560213428
1337088378336736917,-0.216318557167,-4.49137453789,1.39484908896,-0.433926061837,0.563781887062,0.543629200961,0.445337454682
1337088378346638917,-0.21632712411,-4.49122896402,1.39462436022,-0.434491026587,0.563884757173,0.543363590417,0.444980378278
1337088378356611013,-0.216335066844,-4.49112772738,1.39453138209,-0.434366196212,0.56388485949,0.543534352278,0.444893561113
1337088378366590023,-0.216386731867,-4.49097870496,1.39435116415,-0.434571869477,0.563828176002,0.543732242361,0.444522583028
1337088378376672983,-0.216464875639,-4.49084507394,1.39421455469,-0.434616700897,0.564118747075,0.543383600707,0.444536415812
1337088378386862993,-0.216385100947,-4.49078779251,1.39411953819,-0.434661243185,0.564010686401,0.543312013215,0.444717444671
1337088378396586894,-0.216450799056,-4.49063322586,1.39398923774,-0.434577022123,0.56403333968,0.543159182452,0.444957645277
1337088378406742095,-0.216454399788,-4.49053677601,1.39391741428,-0.434387905681,0.56387591628,0.543028314847,0.445501231998
1337088378416435003,-0.216415155984,-4.49042288319,1.39384990127,-0.434216624179,0.563635530591,0.542923958103,0.446099190383
1337088378426688909,-0.216392298663,-4.49027402336,1.39377407746,-0.43391667756,0.563325291452,0.542780908597,0.446956170344
1337088378436732053,-0.216266354979,-4.49013910356,1.3938413787,-0.433525964148,0.562792118413,0.542814292734,0.447965303864
1337088378446568012,-0.21619121452,-4.49001180501,1.39386243258,-0.433132224219,0.562222664933,0.542796033017,0.449081972383
1337088378456612110,-0.216124433195,-4.48987939545,1.39383658018,-0.432773688934,0.561700621332,0.542970363751,0.449869459121
1337088378466516017,-0.21607943118,-4.48978282969,1.39388125305,-0.432462437782,0.561289655304,0.543209049935,0.45039326241
1337088378476610898,-0.21606127431,-4.48968777347,1.39392337887,-0.432401174149,0.560964495409,0.5435172856,0.450485315786
1337088378486818075,-0.216141050216,-4.48956140684,1.39388678656,-0.432551072893,0.560779351783,0.543769372265,0.450267651225
1337088378496640920,-0.21620659921,-4.48947223969,1.39385343874,-0.432515624316,0.56056637065,0.544131477826,0.450129441002
1337088378506632089,-0.216440255587,-4.48946646573,1.39403512699,-0.432534754091,0.560919985914,0.544334822758,0.449424138915
1337088378516645908,-0.216509711473,-4.48930039184,1.39396274779,-0.432561331478,0.560825074939,0.544558536335,0.449245957504
1337088378526702880,-0.216578767465,-4.4891529471,1.39390406519,-0.43241587593,0.56089659112,0.545153022465,0.448575195938
