rostime,x,y,z,rot_x,rot_y,rot_z
1331830604219639062,440.929542847,166.935492955,182.38349127,-1.55601457228,0.253168681383,3.10707406545
1331830604229233980,440.922404313,166.917467045,182.372427335,-1.55640442707,0.253413995896,3.10687420065
1331830604239499092,440.919578589,166.956151849,182.347556749,-1.55626402534,0.253115190889,3.10677189958
1331830604249418973,440.919765682,166.930011127,182.396421024,-1.55599569503,0.253418797119,3.10727567608
1331830604259227037,440.97632159,166.959998609,182.281043563,-1.5557811377,0.253419258028,3.10551207762
1331830604269395112,441.028010474,166.92416059,182.434495842,-1.55606199762,0.253002013543,3.10658455178
1331830604279283046,440.950404147,166.946502152,182.396153908,-1.55615157307,0.253141342576,3.10683733929
1331830604289304971,440.965017572,166.954704132,182.302495332,-1.55625225659,0.253631375796,3.1057931591
1331830604299200057,441.011733735,166.993659084,182.433622837,-1.55526077972,0.252294516591,3.10614856906
1331830604309272050,440.956532031,166.892380514,182.369899099,-1.55601530769,0.253097568346,3.10646874119
1331830604319492101,440.996449577,166.932557466,182.245070927,-1.55591661827,0.253538244354,3.10546414256
1331830604329196929,440.966634485,166.940772004,182.414329128,-1.55571636386,0.252805582585,3.10643416448
1331830604339534044,440.93167937,166.933657756,182.429869042,-1.5559358877,0.253057141174,3.10679140185
1331830604349236011,440.892374609,166.940701699,182.406226934,-1.55641792203,0.25324918031,3.10643441845
1331830604359181880,440.971840732,166.954590527,182.398331837,-1.55583905656,0.252654119727,3.10661499939
1331830604369533061,440.95576521,166.917854261,182.392211513,-1.55630037038,0.253240929729,3.10698878176
1331830604379317998,440.926554613,166.899088635,182.411029063,-1.55604392304,0.25327383836,3.10680511291
1331830604389724969,440.985150268,166.95302069,182.300128951,-1.55594855999,0.253445608034,3.10528264605
1331830604399243116,440.910273708,166.945098662,182.349806393,-1.55584508534,0.2534451624,3.10707409925
1331830604409316062,440.944779538,166.936946377,182.426778163,-1.55574983863,0.253026166712,3.10694469906
1331830604419435024,440.993450755,166.933654925,182.434877233,-1.55612929159,0.253175100189,3.10671676326
1331830604429217100,440.917277581,166.922739015,182.362288555,-1.55569510658,0.252703314405,3.10658729474
1331830604439460992,440.96105441,166.950051482,182.397765004,-1.55557966165,0.252916027477,3.10663625636
1331830604449297904,440.940444551,166.938961625,182.36644667,-1.55585058229,0.25341827623,3.10731699752
1331830604459203958,440.979226024,166.951781379,182.415695327,-1.55578548494,0.253126822762,3.10691049916
1331830604469459056,440.96905637,166.942180954,182.333713678,-1.55554439767,0.252879026535,3.10510632793
1331830604479249954,440.914352178,166.952839261,182.416458415,-1.55632270997,0.253019199884,3.10648830892
1331830604489433050,440.951350597,166.934782242,182.379962057,-1.55606364331,0.253138538763,3.1072932103
1331830604499202013,440.979947888,166.948943631,182.447217028,-1.55557247307,0.252496733359,3.1062734264
1331830604509299039,440.926278168,166.940807807,182.454327029,-1.55577837885,0.253157437893,3.10697629311
1331830604519438982,440.920595738,166.933941018,182.438491373,-1.55648194438,0.253150361111,3.1065281343
1331830604529186010,440.986337109,166.924986412,182.283287381,-1.55628003008,0.25373941695,3.10603595997
1331830604539566993,440.925814346,166.944612021,182.36750271,-1.5559681137,0.253054118134,3.10678650669
1331830604549190998,440.896826477,166.900291596,182.453302327,-1.55637188221,0.253402255283,3.10698302773
1331830604559251070,440.984721332,166.931616106,182.288208063,-1.55659503128,0.253657039505,3.1052799175
1331830604569504022,440.957860059,166.881870808,182.340824638,-1.55643869144,0.252958689333,3.10704660819
1331830604579221010,440.929228155,166.967898271,182.433275487,-1.55560904586,0.252865873365,3.1066496111
1331830604589481115,440.939512557,166.92381649,182.362312252,-1.55650726492,0.253329596247,3.10702986926
1331830604599251985,440.936541027,166.961933379,182.39205735,-1.55590417639,0.25288748243,3.10682905804
1331830604609224081,440.949495557,166.940886276,182.382539328,-1.55614711248,0.253113429551,3.10699309214
1331830604619396924,440.930729337,166.922297235,182.375503506,-1.55628109455,0.253265175369,3.10738725196
1331830604629230022,440.993504168,166.925952535,182.449298189,-1.55527952312,0.252650490689,3.10618174781
1331830604639406919,440.974667414,166.938300564,182.336896677,-1.55571251551,0.253465046654,3.10529236523
1331830604649271965,440.95121836,166.905416125,182.378210876,-1.55630703803,0.253121675204,3.10697391125
1331830604659235954,440.924102701,166.935503559,182.371402298,-1.55619569781,0.253103395035,3.10676005775
1331830604669497966,440.914925424,166.917548616,182.425924633,-1.55625229586,0.253247571029,3.10703075337
1331830604679253101,440.939659447,166.910788687,182.36744834,-1.55628324843,0.253279354418,3.10699555105
1331830604689479112,440.918153082,166.927067271,182.348551078,-1.55603984268,0.252983887401,3.10671562023
1331830604699189901,440.981537613,166.944205302,182.460522465,-1.55590206687,0.252777571139,3.10674102582
1331830604709376096,440.945987247,166.89324907,182.354483239,-1.55628723741,0.253550097084,3.1070378153
1331830604719470024,440.949460247,166.934928279,182.411251744,-1.55606481484,0.253334177149,3.10686828433
1331830604729085922,440.920856731,166.922608643,182.340674253,-1.55638008208,0.253625549902,3.10709166161
1331830604739548921,440.917388489,166.955289476,182.351465325,-1.55615905598,0.253533829232,3.10717357295
1331830604749402046,440.957663414,166.93849597,182.426470075,-1.55571012119,0.253086983719,3.10690614513
1331830604759224891,440.94160401,166.940245878,182.428119692,-1.55635614962,0.253077563923,3.10674463093
1331830604769476890,440.928403925,166.93143215,182.417447701,-1.55611229868,0.253656152186,3.10724480911
1331830604779129981,440.959226018,166.936417151,182.425284249,-1.55610433889,0.253358729942,3.10700855063
1331830604789482116,440.948115384,166.936908835,182.397866385,-1.5561539276,0.253164571348,3.10691108
1331830604799180030,440.956663569,166.937594559,182.381928924,-1.55602859329,0.253262028878,3.10678046843
1331830604809215068,440.95850941,166.900478463,182.346994741,-1.55639439004,0.253211630196,3.1072775985
1331830604819705009,441.02484626,166.996691174,182.458846014,-1.55525433586,0.252112825558,3.10596491126
1331830604829344034,440.953259747,166.94913142,182.432260937,-1.55593988042,0.252811884005,3.10694035677
1331830604839378118,440.905802919,166.930789219,182.424070049,-1.5562031653,0.253579846346,3.10683220253
1331830604849234104,440.942448176,166.967910699,182.380790642,-1.55623949111,0.25327003371,3.1072353158
1331830604859219074,440.950050678,166.946400645,182.37048844,-1.55584827097,0.253342377211,3.10695759461
1331830604869560003,440.920481091,166.932195911,182.387504154,-1.5564922913,0.253632959657,3.10663485765
1331830604879280090,440.919019843,166.908095576,182.367239938,-1.55614933547,0.25329016641,3.10705746355
1331830604889394998,440.962458805,166.904712464,182.375958241,-1.55643472209,0.252716622358,3.1067585918
1331830604899198055,440.936150169,166.906867349,182.402009145,-1.5562772182,0.253344923583,3.10673771647
1331830604909255981,440.955775101,166.931484747,182.415977385,-1.55608866652,0.253390000616,3.10706190294
1331830604919404029,440.914148063,166.927252685,182.364429617,-1.55573990919,0.253182516622,3.10701820458
1331830604929222106,440.922200202,166.953277567,182.398511105,-1.55615236442,0.252951326758,3.10701543476
1331830604939730882,440.92614825,166.910367662,182.380205228,-1.55590875382,0.253176286494,3.107029116
1331830604949234008,441.006211133,166.9513518,182.456234303,-1.55526648916,0.252544266128,3.10606164492
1331830604959266901,440.941768893,166.953468089,182.394278609,-1.55574746442,0.253211539086,3.10700563085
1331830604969336986,440.91352273,166.937109391,182.412548444,-1.55610511095,0.253050045291,3.10645679823
1331830604979275941,440.978941217,166.925588004,182.292656056,-1.55654822161,0.25364111864,3.105654717
1331830604989465951,440.931572789,166.913666756,182.368390436,-1.55645494026,0.25349435053,3.1070353878
1331830604999202966,440.920433465,166.947822161,182.45338016,-1.55575944094,0.252940146983,3.10684058117
1331830605009305000,440.992220882,167.009561838,182.436309174,-1.55558179915,0.252617482592,3.10635315666
1331830605019537925,440.908087663,166.910087025,182.39550588,-1.55614677726,0.253327311662,3.10684498862
1331830605029300928,440.941838192,166.925216334,182.401414432,-1.55612374299,0.253042411711,3.10694457342
1331830605039343118,441.083474043,166.984335973,182.354673129,-1.55563705754,0.252935605547,3.1052708126
1331830605049319982,440.943328813,166.901869852,182.370332671,-1.55582269114,0.253375927445,3.10700465141
1331830605059201002,440.909042236,166.962600408,182.409205331,-1.55598169643,0.25320724677,3.10671348022
1331830605069367885,440.914378643,166.969600672,182.412051964,-1.55590337002,0.253252421819,3.10664692396
1331830605079317092,440.930276199,166.911670677,182.398760366,-1.5563401628,0.253049011576,3.1066174743
1331830605089736938,440.92842173,166.922825216,182.417757712,-1.55589800616,0.252965922635,3.10684079013
1331830605099267005,440.994477726,166.979120198,182.28920654,-1.55631374554,0.253935707641,3.10578687217
1331830605109321117,440.946565892,166.894917319,182.367079648,-1.55620376595,0.253241852663,3.1069700316
1331830605119443893,440.939987011,166.955851239,182.411614635,-1.55573027292,0.253181422321,3.10673510377
1331830605129189968,440.928508397,166.933980012,182.361220459,-1.55665732108,0.253089893884,3.1067979019
1331830605140053987,440.959826277,166.919936106,182.37659284,-1.55596379079,0.252965868981,3.10680575262
1331830605149250984,440.934867898,166.934287447,182.383562275,-1.55630277958,0.253176242151,3.10706482163
1331830605159279108,440.930781762,166.883358578,182.356795816,-1.5558401496,0.253309661301,3.10685587728
1331830605169389963,440.945854929,166.918029204,182.388899021,-1.5560875873,0.253045116343,3.10688094766
1331830605179160118,441.004253628,166.975231125,182.459266016,-1.55591085558,0.252814105025,3.10650069583
1331830605189826011,440.994100088,166.944401981,182.454808246,-1.55582718935,0.25255587799,3.1064341535
1331830605199271917,440.952912533,166.949720681,182.383769688,-1.55595542656,0.253054779485,3.10708188587
1331830605209217071,441.041285824,166.924347433,182.425210185,-1.55578791171,0.253097883158,3.10695780716
1331830605219224929,440.947029528,166.914472479,182.425233934,-1.55576043034,0.253288518683,3.10721055859
1331830605229108095,440.914209604,166.927416103,182.382772088,-1.55623029189,0.253422761874,3.10634754625
1331830605239443063,440.934245702,166.90155383,182.363643556,-1.55635908224,0.253411718198,3.10704384575
1331830605249174118,440.94785009,166.916225275,182.385048682,-1.55608106553,0.253337991096,3.10712949757
1331830605259294986,440.922178715,166.954125633,182.385888954,-1.55607417755,0.252887646373,3.10678289629
1331830605269396066,440.923227734,166.939922476,182.385527041,-1.55579279468,0.253003753716,3.10670282128
1331830605279148101,440.935952037,166.936825573,182.375269252,-1.55623925473,0.253018735698,3.10684801585
1331830605289638996,441.025044157,166.971736383,182.420166895,-1.55564093343,0.252297147222,3.10636409191
1331830605299249887,440.900222796,166.849456098,182.406975993,-1.55638369686,0.253441453538,3.10688287208
1331830605309218883,441.024168205,166.93046868,182.41496584,-1.55637442348,0.253030792686,3.10691179613
1331830605319588899,440.978436502,166.935596112,182.385745146,-1.55579332877,0.252954529705,3.10718135945
1331830605329180955,440.998583013,166.941706006,182.422081054,-1.55594292742,0.252788340883,3.10660408449
1331830605339665889,440.937879787,166.950015351,182.364766836,-1.55591484294,0.252922935188,3.10666535684
1331830605349302053,440.935520087,166.912222746,182.388468414,-1.55654584108,0.253474473533,3.10686274846
1331830605359563112,440.962726163,166.905003378,182.391299632,-1.55638101358,0.253239422522,3.10704201663
1331830605369582891,440.907549332,166.912024873,182.373926223,-1.55622640945,0.253752012153,3.10704833999
1331830605379256963,440.936891088,166.92571227,182.398271678,-1.55639643398,0.25328713317,3.10708808577
1331830605389672994,440.93888464,166.901397345,182.37535171,-1.55661016174,0.253634949619,3.10667250764
1331830605399249076,440.964651894,166.883824623,182.377888073,-1.55648983088,0.253683218006,3.10726556225
1331830605409228086,440.92886282,166.919328627,182.419249207,-1.55549797564,0.253087525971,3.10659845625
1331830605419867992,440.934730147,166.895746366,182.341093091,-1.55665902381,0.253555563988,3.10712259704
1331830605429210901,440.928779384,166.924485494,182.41625436,-1.5561207083,0.253321483099,3.10676224511
1331830605439507007,440.96019398,166.918192993,182.36984353,-1.55623453426,0.2529674113,3.10677831331
1331830605449237108,440.95606536,166.907648846,182.346799348,-1.55634024904,0.253518971857,3.10672352689
1331830605459332942,440.920179805,166.91544722,182.386363424,-1.5563847046,0.253637719685,3.10731549781
1331830605469578981,440.9217837,166.95972611,182.409877453,-1.55596704211,0.253207944114,3.10672451567
1331830605479310989,440.932539325,166.918032042,182.371415401,-1.55607140795,0.252660446611,3.10660990844
1331830605489440917,440.950282751,166.924895401,182.387921976,-1.55646079163,0.253056389304,3.10642375545
1331830605499269008,440.984359301,166.910078481,182.33733409,-1.55604949156,0.253270324779,3.10708834781
1331830605509274005,440.912164701,166.925691661,182.428203074,-1.5563297382,0.2531136591,3.10656234604
1331830605519435882,440.924828846,166.909760726,182.386029673,-1.55601397226,0.252899808701,3.10666931015
1331830605529175996,440.986199803,166.948705084,182.303245888,-1.55619928553,0.253606917753,3.10592310402
1331830605539501905,440.918674932,166.926604964,182.388060595,-1.55611651346,0.25319877433,3.10660328614
1331830605549263000,440.925512725,166.915509639,182.43642694,-1.55614041572,0.253133978127,3.10665600599
1331830605559278011,440.954192585,166.929745462,182.380868498,-1.55583361564,0.253047697332,3.10674182299
1331830605569416999,440.947602657,166.901619795,182.370300955,-1.55615675298,0.253013946058,3.10721814031
1331830605579395055,440.959744753,166.912685526,182.391946566,-1.55626501193,0.253450767505,3.10727172523
1331830605589379072,440.912575823,166.95958021,182.392109237,-1.55608529194,0.253249708588,3.10698353876
1331830605599314928,440.938969396,166.888304275,182.40950257,-1.5563017096,0.253039947956,3.10689515545
1331830605609383106,441.017262953,166.952533623,182.466008863,-1.55573544583,0.252472796483,3.10672458791
1331830605619538068,440.933261998,166.924228483,182.389547525,-1.5563153888,0.253308197324,3.10652994824
1331830605629312038,440.897027026,166.894567522,182.559187689,-1.55258768888,0.251453977106,3.10577555858
1331830605639884948,440.936032672,166.935134025,182.403926394,-1.55614664775,0.253128016444,3.10633067959
1331830605649350881,440.915872116,166.906428168,182.39986158,-1.55619196467,0.253290608805,3.10700725848
1331830605659295082,440.953520624,166.920355926,182.38520893,-1.55589934576,0.253148714268,3.10689605575
1331830605669466972,440.904374427,166.92334762,182.398425447,-1.5558326183,0.252969934941,3.10675441812
1331830605679270029,441.021571167,166.981475386,182.474663673,-1.55553721939,0.252413401473,3.10618251329
1331830605689788103,440.925875112,166.958367406,182.38372247,-1.55601649271,0.253338329135,3.10733512023
1331830605699376106,440.92183691,166.897909161,182.388260618,-1.55627041732,0.253301090137,3.10674861834
1331830605709248065,441.002967826,166.933212872,182.28063259,-1.55628353058,0.253912348846,3.10606519903
1331830605720046043,440.972662664,166.951309481,182.354675369,-1.55578514028,0.253089763515,3.10733471894
1331830605729159116,440.920237439,166.925759276,182.394672004,-1.55601192584,0.253146876917,3.10687336124
1331830605739599943,440.939550933,166.932730646,182.416459971,-1.55601811816,0.253044404451,3.10695081775
1331830605749274969,440.985756872,166.956233409,182.480999624,-1.55541156891,0.252189903627,3.10602129551
1331830605759356975,440.953005601,166.90966752,182.421890163,-1.55641185539,0.252992238529,3.10668357041
1331830605769480943,440.926486335,166.947932885,182.340180594,-1.5558316954,0.253080362043,3.10700842511
1331830605779342889,440.900653208,166.892501116,182.379601758,-1.55633778747,0.253350624938,3.10677533059
