MessageSequence,SystemTimeSecs,SystemTimenSecs,TimeStampSecs,TimeStampnSecs,x,y,z,rot_x,rot_y,rot_z,rot_w
1346,1348766482,761234998,1348766482,754341961,-0.300049888514,-2.94158353451,0.739920185294,0.0066452789086,-0.0205910324229,0.0904437736037,0.995666497111
1347,1348766482,771102905,1348766482,764350945,-0.297888497959,-2.94146429578,0.740178769892,0.0100359279309,-0.021317405098,0.0867893350795,0.995948020585
1348,1348766482,781018018,1348766482,774310442,-0.295897193125,-2.94124340432,0.740268720033,0.0135949361025,-0.0207751845086,0.086121292189,0.995975246908
1349,1348766482,791296958,1348766482,784332435,-0.294343621177,-2.94160878012,0.740173338067,0.0071513046964,-0.0216402473888,0.0882891718596,0.995834113026
1350,1348766482,801518917,1348766482,794358898,-0.292840245174,-2.94186868531,0.740418188442,0.00644181458692,-0.0209234677169,0.0893367871143,0.995760839756
1351,1348766482,811253070,1348766482,804308095,-0.291158824391,-2.94219168696,0.740865207219,0.0024968526928,-0.022325343721,0.0917154931379,0.995531824239
1352,1348766482,821398973,1348766482,814356238,-0.289069972543,-2.94236051141,0.741596335489,0.00733954860173,-0.0229182944912,0.0891910187817,0.995723779455
1353,1348766482,831197023,1348766482,824367428,-0.287951122649,-2.94244337108,0.742491244195,0.0122019867198,-0.0222997003043,0.0886093260957,0.995742046022
1354,1348766482,841279029,1348766482,834367035,-0.286422161713,-2.94233897301,0.742441810791,0.0105462722346,-0.0205483058622,0.0879505536439,0.995857039631
1355,1348766482,851001977,1348766482,844342097,-0.285089493437,-2.94270200471,0.742306358256,0.00362147787128,-0.0180759572577,0.085976126205,0.996126623673
1356,1348766482,860963106,1348766482,854377722,-0.28367223589,-2.94236361158,0.742797833755,0.00829134300378,-0.0214526549454,0.0866835662629,0.995970379362
1357,1348766482,871045112,1348766482,864309522,-0.282485209892,-2.94225232424,0.743303139918,0.00928530196905,-0.0220688410888,0.0871157037794,0.995910439535
1358,1348766482,881038904,1348766482,874391746,-0.281323343823,-2.94261190271,0.743882954438,0.0054611140214,-0.0237231862204,0.087804509114,0.995840225563
1359,1348766482,891601085,1348766482,884410300,-0.280176242983,-2.94272699348,0.744532171936,0.00986741977871,-0.0223359218435,0.0896099990338,0.995677552572
1360,1348766482,900979995,1348766482,894360477,-0.278935006186,-2.94284860022,0.745004972784,0.00985489832806,-0.0211841511223,0.0895811942293,0.995705439556
1361,1348766482,911046028,1348766482,904339747,-0.278137679837,-2.94330400992,0.745636312972,0.0115945699724,-0.019972114545,0.0875363761439,0.995893600461
1362,1348766482,920980930,1348766482,914331065,-0.277031688039,-2.94320390383,0.746252725052,0.012983847085,-0.0195135813838,0.0911617026045,0.995560236166
1363,1348766482,931032896,1348766482,924346603,-0.276176286482,-2.94335704869,0.746897143501,0.0129628535517,-0.0192205008712,0.0910606718958,0.995575457114
1364,1348766482,941625118,1348766482,934434945,-0.275046378262,-2.94335759695,0.747400994948,0.0136364444123,-0.0215111557714,0.0902363444636,0.995594656323
1365,1348766482,951118946,1348766482,944331838,-0.274446307411,-2.94383006799,0.748276096015,0.0105818901745,-0.0198362511948,0.0906581718572,0.995628265275
1366,1348766482,961072921,1348766482,954383649,-0.273624437115,-2.94400078205,0.749149310438,0.0121838967415,-0.0199328045157,0.0903376934966,0.995637151325
1367,1348766482,970972061,1348766482,964355525,-0.272764265715,-2.94450036693,0.749410312933,0.00922081890122,-0.0189839248405,0.0896930883056,0.995745819477
1368,1348766482,981091976,1348766482,974325276,-0.272189927369,-2.94474898229,0.749716216317,0.00146911321474,-0.0185986062223,0.0894236056948,0.995818935499
1369,1348766482,991787910,1348766482,984332199,-0.271469923659,-2.94476979312,0.750627667346,0.00664380418513,-0.0186076759004,0.0915697245972,0.995602631475
1370,1348766483,1262903,1348766482,994347930,-0.271016994021,-2.94494271687,0.751110069121,0.00473424383535,-0.0187258593165,0.0926727492902,0.99550926197
1371,1348766483,10988950,1348766483,4305963,-0.270237239875,-2.94465942618,0.752269051307,0.011465972652,-0.0165332885768,0.091494700953,0.995602280802
1372,1348766483,21250009,1348766483,14418683,-0.269659359245,-2.94486163789,0.753197585765,0.00806207445348,-0.0150015549791,0.0909543233491,0.995709429185
1373,1348766483,31141042,1348766483,24358865,-0.269022571987,-2.94483187669,0.75393794812,0.00926441513557,-0.0142755073941,0.0903132662843,0.995767992272
1374,1348766483,41172981,1348766483,34374806,-0.26846111664,-2.94521776508,0.754943438991,0.0112436689589,-0.0142038960835,0.0905377645949,0.995728247278
1375,1348766483,51043033,1348766483,44356273,-0.26812173733,-2.94524255498,0.755744562172,0.0111726953958,-0.0115049584261,0.0903600761577,0.99578002764
1376,1348766483,61008930,1348766483,54320204,-0.267721050076,-2.94565840301,0.756510460797,0.0103336772934,-0.0138658658229,0.0914529939484,0.995659230247
1377,1348766483,70981025,1348766483,64315287,-0.267419505173,-2.94590868422,0.757292399932,0.00869618756244,-0.013568510237,0.0917505331263,0.995651601477
1378,1348766483,81063985,1348766483,74300802,-0.267310997754,-2.94598107676,0.758229526987,0.00608913002075,-0.0121613534209,0.0906914958043,0.99578616006
1379,1348766483,91588020,1348766483,84380428,-0.266835004171,-2.94605913267,0.758877080803,0.00847740327576,-0.0129768324294,0.0903581507643,0.995788702509
1380,1348766483,101186990,1348766483,94357482,-0.266720881678,-2.94639485874,0.759985448233,0.00919545758976,-0.0119505984043,0.0926948875624,0.995580375749
1381,1348766483,110938072,1348766483,104329143,-0.26640751915,-2.94655506431,0.761409331616,0.0166238919018,-0.00656097857382,0.0901649301932,0.99576648123
1382,1348766483,121042966,1348766483,114356629,-0.266173161166,-2.94700659695,0.762205550388,0.0109753157906,-0.00428640731489,0.0940393528033,0.995498754032
1383,1348766483,131022930,1348766483,124339369,-0.265983688049,-2.94713436593,0.763510064878,0.0129765842042,-0.0059021051558,0.09503311413,0.995372031271
1384,1348766483,141856908,1348766483,134362001,-0.265800473885,-2.94753467625,0.764100787626,0.00502612063887,-0.00495323300295,0.093726692812,0.995572955965
1385,1348766483,151037931,1348766483,144319704,-0.26573550031,-2.94800808792,0.764763972255,-0.00158300180314,-0.00502264314372,0.0924805352603,0.995700566315
1386,1348766483,161123037,1348766483,154384098,-0.265587386913,-2.94816219188,0.766078485228,-0.000483657155891,-0.00631770427466,0.0913418425906,0.995799437879
1387,1348766483,170909881,1348766483,164351404,-0.265356093274,-2.94800424999,0.766942061319,0.00810793605725,-0.003520675133,0.0907169364231,0.995837488582
1388,1348766483,181056022,1348766483,174346270,-0.265557420995,-2.94823630149,0.768098719899,0.00681828168855,-0.00236046870028,0.0920562125276,0.995727670077
1389,1348766483,191371917,1348766483,184363724,-0.26560190174,-2.94851595836,0.769173379095,0.0103251748734,0.000819395669623,0.0959284457803,0.995334342141
1390,1348766483,201101064,1348766483,194357292,-0.265417942212,-2.94895033226,0.770365087223,0.00959423903123,0.0018961962307,0.095796316197,0.9953529127
1391,1348766483,211213111,1348766483,204323969,-0.265412994056,-2.94934567945,0.771518449674,0.00608061666299,0.00260365944502,0.0959950161701,0.995359836405
1392,1348766483,221196889,1348766483,214382311,-0.265119063186,-2.94931483515,0.772614460506,0.00791830704106,0.00264149014386,0.094526951217,0.99548730702
1393,1348766483,231245040,1348766483,224417020,-0.265140302517,-2.94949797545,0.773198466275,0.00639114118133,0.000302561267387,0.0942029435737,0.995532454113
1394,1348766483,241993904,1348766483,234442591,-0.264701205302,-2.9491344923,0.774180841921,0.0128258887552,0.00207553385549,0.0904938724803,0.995812255287
1395,1348766483,251038074,1348766483,244313506,-0.264644931134,-2.94953585225,0.775035295571,0.00836812491006,0.00332394237264,0.0923590728949,0.995685054396
1396,1348766483,261187076,1348766483,254329428,-0.26479164527,-2.94986123103,0.776057580129,0.00932037787307,0.00348262484883,0.0946434693541,0.995461508844
1397,1348766483,270874023,1348766483,264345201,-0.26491139271,-2.94987734657,0.777104828542,0.0146777263299,0.00333610238927,0.0947191059166,0.995390237919
1398,1348766483,281342029,1348766483,274411630,-0.264840795897,-2.95025770223,0.778024404642,0.0106232474605,0.00295285915772,0.0948612582009,0.995429439453
1399,1348766483,291287899,1348766483,284357815,-0.264649770933,-2.95045382019,0.778926979254,0.0110443364876,0.00366004947615,0.0937776234799,0.995525179995
1400,1348766483,301110982,1348766483,294360428,-0.264670054079,-2.95088411169,0.779651959438,0.00608805969404,0.00440123542325,0.0923283066528,0.995700280429
1401,1348766483,311057090,1348766483,304367854,-0.26437271443,-2.95088512487,0.780467781444,0.0101945770548,0.00633752915707,0.0936562179019,0.995532229097
1402,1348766483,321069955,1348766483,314363918,-0.264383085443,-2.95106168714,0.781254969967,0.0100967498044,0.00732176326379,0.0942663096293,0.995468889667
1403,1348766483,331090927,1348766483,324368223,-0.264256877483,-2.95106920255,0.781746056256,0.00666355499222,0.00670718660744,0.0927329856892,0.995646123905
1404,1348766483,341372013,1348766483,334349123,-0.264133880418,-2.95117652924,0.782432142258,0.00893888026727,0.00791460203155,0.0930175400744,0.995592885035
1405,1348766483,350975036,1348766483,344303304,-0.263938566244,-2.951364857,0.782962944285,0.00845800673725,0.00890332676718,0.0927806752107,0.995610837226
1406,1348766483,361191034,1348766483,354387586,-0.264000383011,-2.95137818882,0.78339690078,0.0096581731325,0.00911463955018,0.0934744617854,0.995533107451
1407,1348766483,370898962,1348766483,364348926,-0.263818876747,-2.9512858269,0.783685524978,0.00896608208777,0.00706457405324,0.0933094218456,0.995571721656
1408,1348766483,381094932,1348766483,374348117,-0.264015331074,-2.95110324582,0.784439527149,0.0126511755935,0.0073698838936,0.0968117667923,0.99519501324
1409,1348766483,391555070,1348766483,384381679,-0.26384356157,-2.95161947005,0.785027122812,0.00987467169253,0.00600573065269,0.0957687476903,0.995336510445
1410,1348766483,401012897,1348766483,394338152,-0.263726700878,-2.95199199144,0.785243700795,0.00849988918433,0.00598664020647,0.094667468611,0.995454661152
