MessageSequence,SystemTimeSecs,SystemTimenSecs,TimeStampSecs,TimeStampnSecs
691,1348766514,748318910,1348766514,747467710
692,1348766514,815342903,1348766514,814258012
693,1348766514,882061004,1348766514,880818220
694,1348766514,948381900,1348766514,947511579
695,1348766515,15444040,1348766515,14285499
696,1348766515,81835985,1348766515,80783670
697,1348766515,148624897,1348766515,147480513
698,1348766515,215296030,1348766515,214197044
699,1348766515,281999111,1348766515,280843648
700,1348766515,348591089,1348766515,347445642
701,1348766515,415309906,1348766515,414219741
702,1348766515,481940984,1348766515,480799692
703,1348766515,548635005,1348766515,547435090
704,1348766515,615112066,1348766515,614206113
705,1348766515,681742906,1348766515,680861353
706,1348766515,748641967,1348766515,747465251
707,1348766515,815479993,1348766515,814265088
708,1348766515,882215976,1348766515,880822150
709,1348766515,948296070,1348766515,947438543
710,1348766516,15423059,1348766516,14212275
711,1348766516,81923961,1348766516,80778950
712,1348766516,148611068,1348766516,147450033
713,1348766516,215347051,1348766516,214213836
714,1348766516,281919002,1348766516,280843029
715,1348766516,348335981,1348766516,347471189
716,1348766516,415313005,1348766516,414190829
717,1348766516,481826066,1348766516,480787145
718,1348766516,548645019,1348766516,547449978
719,1348766516,615122079,1348766516,614223252
720,1348766516,682024002,1348766516,680810174
721,1348766516,748575925,1348766516,747436695
722,1348766516,815346956,1348766516,814225636
723,1348766516,882000923,1348766516,880780930
724,1348766516,948584079,1348766516,947441179
725,1348766517,15408992,1348766517,14274898
726,1348766517,81645965,1348766517,80846073
727,1348766517,148618936,1348766517,147448225
728,1348766517,215425014,1348766517,214263592
729,1348766517,281987905,1348766517,280818904
730,1348766517,348545074,1348766517,347402959
731,1348766517,415460109,1348766517,414192179
732,1348766517,481987953,1348766517,480813081
733,1348766517,548470973,1348766517,547431798
734,1348766517,615259885,1348766517,614199553
735,1348766517,682003974,1348766517,680842834
736,1348766517,748650074,1348766517,747443824
737,1348766517,815399885,1348766517,814303693
738,1348766517,881953001,1348766517,880833487
739,1348766517,948574066,1348766517,947442404
740,1348766518,15317916,1348766518,14227361
741,1348766518,81899881,1348766518,80817081
742,1348766518,148535013,1348766518,147444303
743,1348766518,215300083,1348766518,214194358
744,1348766518,282067060,1348766518,280841086
745,1348766518,348598957,1348766518,347434090
746,1348766518,415313959,1348766518,414266983
747,1348766518,481867074,1348766518,480840678
748,1348766518,548578023,1348766518,547432620
749,1348766518,615411043,1348766518,614263683
750,1348766518,681984901,1348766518,680788541
751,1348766518,748564004,1348766518,747410423
752,1348766518,815221071,1348766518,814175053
753,1348766518,881983995,1348766518,880818517
754,1348766518,948565006,1348766518,947437991
755,1348766519,15373945,1348766519,14194962
756,1348766519,81521987,1348766519,80799984
757,1348766519,148655891,1348766519,147472335
758,1348766519,215303897,1348766519,214197592
759,1348766519,282103061,1348766519,280843816
760,1348766519,348670959,1348766519,347410141
761,1348766519,415419101,1348766519,414210552
762,1348766519,482022047,1348766519,480845667
763,1348766519,548512935,1348766519,547413327
764,1348766519,615467071,1348766519,614282445
765,1348766519,682030916,1348766519,680789576
766,1348766519,748274087,1348766519,747457287
767,1348766519,815404891,1348766519,814267586
768,1348766519,881581068,1348766519,880785462
769,1348766519,948596000,1348766519,947406106
770,1348766520,15271902,1348766520,14191714
771,1348766520,81691980,1348766520,80787858
772,1348766520,148252964,1348766520,147406779
773,1348766520,215435028,1348766520,214231625
774,1348766520,282058000,1348766520,280811389
775,1348766520,348556041,1348766520,347410200
776,1348766520,415429115,1348766520,414224320
777,1348766520,481955051,1348766520,480797407
778,1348766520,548548936,1348766520,547410975
779,1348766520,615384101,1348766520,614225355
780,1348766520,681998014,1348766520,680812152
781,1348766520,748496055,1348766520,747386819
782,1348766520,815062999,1348766520,814222463
783,1348766520,881639957,1348766520,880807097
784,1348766520,948559999,1348766520,947430259
785,1348766521,15408992,1348766521,14243966
786,1348766521,81954956,1348766521,80820421
787,1348766521,148612976,1348766521,147439549
788,1348766521,215302944,1348766521,214193382
789,1348766521,281785964,1348766521,280845246
790,1348766521,348556995,1348766521,347414057
791,1348766521,415599107,1348766521,414359187
792,1348766521,481651067,1348766521,480781662
793,1348766521,548595905,1348766521,547439719
794,1348766521,615358114,1348766521,614198748
795,1348766521,681999921,1348766521,680820097
796,1348766521,748497962,1348766521,747446850
797,1348766521,815320968,1348766521,814198901
798,1348766521,882080078,1348766521,880812715
799,1348766521,948669910,1348766521,947512662
800,1348766522,15374898,1348766522,14255621
801,1348766522,81901073,1348766522,80841404
802,1348766522,148407936,1348766522,147413154
803,1348766522,215295076,1348766522,214196989
804,1348766522,281923055,1348766522,280785345
805,1348766522,348577976,1348766522,347443530
806,1348766522,415303945,1348766522,414204346
807,1348766522,481795072,1348766522,480810526
808,1348766522,548261880,1348766522,547408618
809,1348766522,615338087,1348766522,614249725
810,1348766522,681936979,1348766522,680790529
811,1348766522,748652935,1348766522,747466927
812,1348766522,815078973,1348766522,814273435
813,1348766522,881886005,1348766522,880810632
814,1348766522,948575019,1348766522,947411976
815,1348766523,15353918,1348766523,14221719
816,1348766523,81895112,1348766523,80846567
817,1348766523,148652076,1348766523,147433238
818,1348766523,214843988,1348766523,214146102
819,1348766523,282011032,1348766523,280815145
820,1348766523,348222970,1348766523,347429364
821,1348766523,415402889,1348766523,414184184
822,1348766523,481467962,1348766523,480778301
823,1348766523,548393011,1348766523,547358833
824,1348766523,615361928,1348766523,614201379
825,1348766523,681957960,1348766523,680797593
826,1348766523,748594999,1348766523,747437955
827,1348766523,815320014,1348766523,814206242
828,1348766523,881936073,1348766523,880826748
829,1348766523,948658943,1348766523,947440586
830,1348766524,15101909,1348766524,14157746
831,1348766524,81893920,1348766524,80815155
832,1348766524,148596048,1348766524,147445302
833,1348766524,215156078,1348766524,214286074
834,1348766524,281949996,1348766524,280797313
835,1348766524,348537921,1348766524,347412919
836,1348766524,415333032,1348766524,414195494
837,1348766524,482069969,1348766524,480814560
838,1348766524,548651933,1348766524,547445739
839,1348766524,615278959,1348766524,614223554
840,1348766524,681999921,1348766524,680790913
841,1348766524,748266935,1348766524,747406352
842,1348766524,815306901,1348766524,814194724
843,1348766524,881939888,1348766524,880789084
844,1348766524,948517084,1348766524,947429513
845,1348766525,15434980,1348766525,14218942
846,1348766525,81895112,1348766525,80799626
847,1348766525,148333072,1348766525,147412568
848,1348766525,215087890,1348766525,214246591
849,1348766525,281439065,1348766525,280804925
850,1348766525,348581075,1348766525,347446907
851,1348766525,415460109,1348766525,414280036
852,1348766525,481982946,1348766525,480819369
853,1348766525,548607110,1348766525,547440089
854,1348766525,615559101,1348766525,614295954
855,1348766525,681622982,1348766525,680848378
856,1348766525,748687982,1348766525,747497044
857,1348766525,815340042,1348766525,814248052
858,1348766525,881973028,1348766525,880816676
859,1348766525,948297977,1348766525,947431650
860,1348766526,15269994,1348766526,14205840
861,1348766526,82174062,1348766526,80894022
862,1348766526,148591995,1348766526,147416652
863,1348766526,215368986,1348766526,214221770
864,1348766526,281913042,1348766526,280781561
865,1348766526,348603963,1348766526,347441858
866,1348766526,415318965,1348766526,414196038
867,1348766526,481869935,1348766526,480814423
868,1348766526,548595905,1348766526,547441423
869,1348766526,615288972,1348766526,614223661
870,1348766526,681925058,1348766526,680843000
871,1348766526,748591899,1348766526,747445485
872,1348766526,815104007,1348766526,814273679
873,1348766526,881925106,1348766526,880788338
874,1348766526,948676109,1348766526,947461466
875,1348766527,15304088,1348766527,14244579
876,1348766527,81878900,1348766527,80824500
877,1348766527,148614883,1348766527,147438769
878,1348766527,215338945,1348766527,214224738
879,1348766527,281928062,1348766527,280781000
880,1348766527,348635911,1348766527,347449307
881,1348766527,415456056,1348766527,414282264
882,1348766527,481962919,1348766527,480823138
883,1348766527,548500061,1348766527,547406143
884,1348766527,615340948,1348766527,614345175
885,1348766527,681936979,1348766527,680812175
886,1348766527,748595952,1348766527,747440152
887,1348766527,815566062,1348766527,814309149
888,1348766527,881881952,1348766527,880813067
889,1348766527,948545932,1348766527,947440593
890,1348766528,15403985,1348766528,14253861
891,1348766528,81975936,1348766528,80823100
892,1348766528,148618936,1348766528,147427332
893,1348766528,215343952,1348766528,214263839
894,1348766528,281888961,1348766528,280804437
895,1348766528,348630905,1348766528,347469842
896,1348766528,415400028,1348766528,414230501
897,1348766528,481642007,1348766528,480816475
898,1348766528,548671960,1348766528,547475119
899,1348766528,615582942,1348766528,614264643
900,1348766528,681984901,1348766528,680828545
901,1348766528,748512983,1348766528,747407939
902,1348766528,815275907,1348766528,814220101
903,1348766528,881894111,1348766528,880836668
904,1348766528,948574066,1348766528,947447183
905,1348766529,15469074,1348766529,14324326
906,1348766529,81844091,1348766529,80848420
907,1348766529,148621082,1348766529,147434164
908,1348766529,215444087,1348766529,214201646
909,1348766529,282130956,1348766529,280857878
910,1348766529,348288059,1348766529,347464833
911,1348766529,415405035,1348766529,414238003
912,1348766529,481931924,1348766529,480815912
913,1348766529,548690080,1348766529,547468479
914,1348766529,615325927,1348766529,614240187
915,1348766529,681835889,1348766529,680825687
916,1348766529,748629093,1348766529,747471554
917,1348766529,815351963,1348766529,814245888
918,1348766529,881922006,1348766529,880847925
919,1348766529,948605060,1348766529,947441987
920,1348766530,15517950,1348766530,14299118
921,1348766530,81887006,1348766530,80785605
922,1348766530,148596048,1348766530,147445486
923,1348766530,215339899,1348766530,214235035
924,1348766530,281999111,1348766530,280804694
925,1348766530,348675966,1348766530,347439519
926,1348766530,415304899,1348766530,414218215
927,1348766530,481983900,1348766530,480871500
928,1348766530,548615932,1348766530,547444442
929,1348766530,615354061,1348766530,614222412
930,1348766530,681915044,1348766530,680795181
931,1348766530,748584032,1348766530,747445223
932,1348766530,815481901,1348766530,814295240
933,1348766530,881902933,1348766530,880788490
934,1348766530,948643922,1348766530,947437165
935,1348766531,15419006,1348766531,14318230
936,1348766531,81985950,1348766531,80816041
937,1348766531,148700952,1348766531,147444897
938,1348766531,215365886,1348766531,214245641
939,1348766531,281981945,1348766531,280844758
940,1348766531,348572969,1348766531,347440406
941,1348766531,415308952,1348766531,414188078
942,1348766531,481929063,1348766531,480808699
943,1348766531,548620939,1348766531,547439702
944,1348766531,615402936,1348766531,614202245
945,1348766531,681642055,1348766531,680797709
946,1348766531,748575925,1348766531,747413249
947,1348766531,815335988,1348766531,814225276
948,1348766531,881943941,1348766531,880840002
949,1348766531,948558092,1348766531,947444390
950,1348766532,15367031,1348766532,14230284
951,1348766532,81960916,1348766532,80848088
952,1348766532,148646116,1348766532,147472308
953,1348766532,215301990,1348766532,214201167
954,1348766532,281986951,1348766532,280827606
955,1348766532,348591089,1348766532,347440158
956,1348766532,415457010,1348766532,414263559
957,1348766532,481895923,1348766532,480810280
958,1348766532,548590898,1348766532,547412217
959,1348766532,615350008,1348766532,614202799
960,1348766532,681881904,1348766532,680823327
961,1348766532,748578071,1348766532,747450160
962,1348766532,815339088,1348766532,814202760
963,1348766532,881997108,1348766532,880848379
964,1348766532,948604106,1348766532,947447248
965,1348766533,15444040,1348766533,14239521
966,1348766533,81952095,1348766533,80780313
967,1348766533,148641109,1348766533,147444423
968,1348766533,215465068,1348766533,214297348
969,1348766533,281856060,1348766533,280835585
970,1348766533,348578929,1348766533,347440075
971,1348766533,415335893,1348766533,414201495
972,1348766533,481934070,1348766533,480815266
973,1348766533,548594951,1348766533,547438316
974,1348766533,615325927,1348766533,614217470
975,1348766533,681866884,1348766533,680794996
976,1348766533,748645067,1348766533,747445234
977,1348766533,815313100,1348766533,814171826
978,1348766533,882003068,1348766533,880782077
979,1348766533,948605060,1348766533,947440917
