%DLR Intertial Motion Unit recording log.  Contain the  information of the IMU .
Angular Velocity Covariance,0.000169,0.0,0.0,0.0,0.000169,0.0,0.0,0.0,0.000169
Acceleration Covariance,0.006889,0.0,0.0,0.0,0.006889,0.0,0.0,0.0,0.006889
MessageSequence,SystemTimeSecs,SystemTimenSecs,TimeStampSecs,TimeStampnSecs,ROT_X,ROT_Y,ROT_Z,ROT_W,ROTVEL_X,ROTVEL_Y,ROTVEL_Z,ACC_X,ACC_Y,ACC_Z
3936,1347543958,286669969,1346678032,171988964,-0.0148584242815,0.0023331535482,-0.648123309735,0.76138686553,0.00968657734857,-0.014398966329,0.00314159265359,0.18639,-0.27468,9.76095
3937,1347543958,317071914,1346678032,191994905,-0.0150482720207,0.00237719111464,-0.647990413804,0.761496107731,-0.0219911485751,-0.00785398163397,-0.00785398163397,0.16677,-0.25506,9.78057
3938,1347543958,338799953,1346678032,211998940,-0.014992377092,0.0024397309431,-0.647790614409,0.761666985122,-0.0109955742876,0.0204203522483,0.0170169602069,0.12753,-0.27468,9.77076
3939,1347543958,380009889,1346678032,232004881,-0.0150597154604,0.00249100464865,-0.6475244881,0.761891748989,0.0191113553093,-0.00235619449019,-0.0246091424531,0.18639,-0.30411,9.75114
3940,1347543958,385806083,1346678032,252010822,-0.0150599327842,0.00248969043107,-0.647457998036,0.761948253259,0.00418879020479,-0.0151843644924,0.0280125344945,0.08829,-0.20601,9.74133
3941,1347543958,393153905,1346678032,272017002,-0.0149382591251,0.00249187191376,-0.647058744131,0.762289722239,-0.0112573736754,-0.00968657734857,0.0170169602069,0.14715,-0.24525,9.77076
3942,1347543958,405209064,1346678032,292022943,-0.0150614508396,0.00248049037769,-0.646992429562,0.762343620656,0.0115191730632,0.00680678408278,-0.0308923277603,0.20601,-0.26487,9.80019
3943,1347543958,432100057,1346678032,312022924,-0.0150056700194,0.00254310061997,-0.646792395941,0.762514235316,0.00366519142919,0.00418879020479,0.0437204977625,0.06867,-0.21582,9.78057
3944,1347543958,445099115,1346678032,332022905,-0.0148838107557,0.00254671670519,-0.646459413655,0.762798933473,-0.00392699081699,-0.00471238898038,-0.0256563400043,0.0981,-0.28449,9.77076
3945,1347543958,465125083,1346678032,352020979,-0.0148939765852,0.00266970890413,-0.646458748197,0.76279887847,-0.0191113553093,0.00942477796077,-0.01308996939,0.0981,-0.24525,9.77076
