MessageSequence,SystemTimeSecs,SystemTimenSecs,TimeStampSecs,TimeStampnSecs
94,1348765047,281508922,1348765047,280350002
95,1348765047,348109006,1348765047,346951250
96,1348765047,414855003,1348765047,413739844
97,1348765047,481257915,1348765047,480364965
98,1348765047,548221111,1348765047,547038983
99,1348765047,614940881,1348765047,613763387
100,1348765047,681497097,1348765047,680364979
101,1348765047,748166084,1348765047,746985476
102,1348765047,814846038,1348765047,813773909
103,1348765047,881535053,1348765047,880356253
104,1348765047,948304891,1348765047,947080476
105,1348765048,14849901,1348765048,13782414
106,1348765048,81478118,1348765048,80358803
107,1348765048,148166894,1348765048,146959313
108,1348765048,214937925,1348765048,213850494
109,1348765048,281503915,1348765048,280350565
110,1348765048,348151922,1348765048,347015525
111,1348765048,414879083,1348765048,413737238
112,1348765048,481560945,1348765048,480386899
113,1348765048,548039913,1348765048,546950399
114,1348765048,614890098,1348765048,613766515
115,1348765048,681184053,1348765048,680360384
116,1348765048,747854948,1348765048,746987172
117,1348765048,814616918,1348765048,813766307
118,1348765048,881239891,1348765048,880385456
119,1348765048,947832107,1348765048,946960696
120,1348765049,14564037,1348765049,13747526
121,1348765049,81523895,1348765049,80357489
122,1348765049,148025035,1348765049,146964943
123,1348765049,214895963,1348765049,213771595
124,1348765049,281538009,1348765049,280359660
125,1348765049,348155021,1348765049,346982971
126,1348765049,415013074,1348765049,413856030
127,1348765049,481492996,1348765049,480329351
128,1348765049,548129081,1348765049,546960274
129,1348765049,614885091,1348765049,613769154
130,1348765049,681231021,1348765049,680356393
131,1348765049,747880935,1348765049,746984603
132,1348765049,814874887,1348765049,813792044
133,1348765049,881494998,1348765049,880354379
134,1348765049,948209047,1348765049,947013581
135,1348765050,14870882,1348765050,13736254
136,1348765050,81474065,1348765050,80356161
137,1348765050,148111104,1348765050,146986369
138,1348765050,214934110,1348765050,213742307
139,1348765050,281472921,1348765050,280310601
140,1348765050,348195075,1348765050,347004211
141,1348765050,414974927,1348765050,413840436
142,1348765050,481538057,1348765050,480327909
143,1348765050,548072099,1348765050,547003441
144,1348765050,615005016,1348765050,613884515
145,1348765050,681384086,1348765050,680349219
146,1348765050,748198032,1348765050,747001863
147,1348765050,814970970,1348765050,813837113
148,1348765050,881181955,1348765050,880336961
149,1348765050,948002099,1348765050,946943792
150,1348765051,14722108,1348765051,13808019
151,1348765051,81176996,1348765051,80341320
152,1348765051,147886991,1348765051,146986918
153,1348765051,215023994,1348765051,213794513
154,1348765051,281464099,1348765051,280336822
155,1348765051,348087072,1348765051,346959512
156,1348765051,414683103,1348765051,413826163
157,1348765051,481494903,1348765051,480359801
158,1348765051,548149108,1348765051,546967675
159,1348765051,614855051,1348765051,613770761
160,1348765051,681468009,1348765051,680360780
161,1348765051,748141050,1348765051,746966464
162,1348765051,814932107,1348765051,813747098
163,1348765051,881270885,1348765051,880397666
164,1348765051,947957038,1348765051,947000464
165,1348765052,14935970,1348765052,13761622
166,1348765052,81475973,1348765052,80362293
167,1348765052,148343086,1348765052,147004815
168,1348765052,215059041,1348765052,213848900
169,1348765052,281585931,1348765052,280392186
170,1348765052,348195075,1348765052,346975914
171,1348765052,414659976,1348765052,413786124
172,1348765052,481544017,1348765052,480362371
173,1348765052,548268079,1348765052,546985726
174,1348765052,614876031,1348765052,613743971
175,1348765052,681550979,1348765052,680401518
176,1348765052,748322010,1348765052,746996214
177,1348765052,814941883,1348765052,813764227
178,1348765052,881477117,1348765052,880332145
179,1348765052,948247909,1348765052,946961639
180,1348765053,14854907,1348765053,13742667
181,1348765053,81552028,1348765053,80391795
182,1348765053,147831916,1348765053,146983307
183,1348765053,214572906,1348765053,213744869
184,1348765053,281474113,1348765053,280360258
185,1348765053,348184108,1348765053,346990458
186,1348765053,414931058,1348765053,413769594
187,1348765053,481245040,1348765053,480358280
188,1348765053,548257112,1348765053,547011545
189,1348765053,615289926,1348765053,613749050
190,1348765053,681504964,1348765053,680353263
191,1348765053,747723102,1348765053,746976748
192,1348765053,814496994,1348765053,813758358
193,1348765053,881557941,1348765053,880392754
194,1348765053,948363065,1348765053,947024531
195,1348765054,14898061,1348765054,13768556
196,1348765054,81496000,1348765054,80365094
197,1348765054,148322105,1348765054,146988203
198,1348765054,214994907,1348765054,213854043
199,1348765054,281651973,1348765054,280425605
200,1348765054,347997903,1348765054,346955748
201,1348765054,414583921,1348765054,413748130
202,1348765054,481558084,1348765054,480392378
203,1348765054,548288106,1348765054,546982234
204,1348765054,614630937,1348765054,613818051
205,1348765054,681555986,1348765054,680434283
206,1348765054,748150110,1348765054,746958812
207,1348765054,815040111,1348765054,813769976
208,1348765054,881470918,1348765054,880366808
209,1348765054,948353052,1348765054,947058167
210,1348765055,14930963,1348765055,13808436
211,1348765055,81340074,1348765055,80392289
212,1348765055,148056983,1348765055,146981804
213,1348765055,214628934,1348765055,213777794
214,1348765055,281563997,1348765055,280391039
215,1348765055,348201990,1348765055,346990389
216,1348765055,414973974,1348765055,413822913
217,1348765055,481169939,1348765055,480348983
218,1348765055,548352003,1348765055,547014902
219,1348765055,614623069,1348765055,613773819
220,1348765055,681561946,1348765055,680441220
221,1348765055,748095989,1348765055,746959350
222,1348765055,814884901,1348765055,813798840
223,1348765055,881184101,1348765055,880363683
224,1348765055,948066949,1348765055,946959748
225,1348765056,14940977,1348765056,13767316
226,1348765056,81490039,1348765056,80341607
227,1348765056,148026943,1348765056,146973130
228,1348765056,214572906,1348765056,213743450
229,1348765056,281199932,1348765056,280354968
230,1348765056,348107099,1348765056,346954990
231,1348765056,414931058,1348765056,413776010
232,1348765056,481555938,1348765056,480392202
233,1348765056,548136949,1348765056,546956490
234,1348765056,614924907,1348765056,613811900
235,1348765056,681246042,1348765056,680356964
236,1348765056,748120069,1348765056,746963046
237,1348765056,814621925,1348765056,813750264
238,1348765056,881253004,1348765056,880388791
239,1348765056,948220968,1348765056,946990847
240,1348765057,14884948,1348765057,13726609
241,1348765057,81526041,1348765057,80361819
242,1348765057,148118019,1348765057,146987407
243,1348765057,214896917,1348765057,213780248
244,1348765057,281575918,1348765057,280385033
245,1348765057,348212957,1348765057,346990681
246,1348765057,414973974,1348765057,413805233
247,1348765057,481533050,1348765057,480363320
248,1348765057,548281908,1348765057,546961661
249,1348765057,614917039,1348765057,613771274
250,1348765057,681500911,1348765057,680332749
251,1348765057,748064994,1348765057,746991103
252,1348765057,814937114,1348765057,813768298
253,1348765057,881491899,1348765057,880365251
254,1348765057,948292970,1348765057,947020912
255,1348765058,14883995,1348765058,13742159
256,1348765058,81557989,1348765058,80389723
257,1348765058,148112058,1348765058,146957303
258,1348765058,214613914,1348765058,213772923
259,1348765058,281542062,1348765058,280363269
260,1348765058,348222970,1348765058,346990122
261,1348765058,414669990,1348765058,413767981
262,1348765058,481547117,1348765058,480367297
263,1348765058,548342943,1348765058,546987791
264,1348765058,614846944,1348765058,613775630
265,1348765058,681602954,1348765058,680467526
266,1348765058,748346090,1348765058,747019044
267,1348765058,814847946,1348765058,813748251
268,1348765058,881567955,1348765058,880387803
269,1348765058,948080062,1348765058,946985896
270,1348765059,14688014,1348765059,13771427
271,1348765059,81469058,1348765059,80332402
272,1348765059,148094892,1348765059,146993167
273,1348765059,214876890,1348765059,213743878
274,1348765059,281554937,1348765059,280391807
275,1348765059,348149061,1348765059,346973887
276,1348765059,415020942,1348765059,413857138
277,1348765059,481229066,1348765059,480387373
278,1348765059,548155069,1348765059,547001269
279,1348765059,615107059,1348765059,613813648
280,1348765059,681205987,1348765059,680332422
281,1348765059,748146057,1348765059,746972278
282,1348765059,815058946,1348765059,813880241
283,1348765059,881160974,1348765059,880334442
284,1348765059,947825908,1348765059,947005748
285,1348765060,14596939,1348765060,13798621
286,1348765060,81254005,1348765060,80394889
287,1348765060,148205041,1348765060,147073903
288,1348765060,214914083,1348765060,213809390
289,1348765060,281095027,1348765060,280368610
290,1348765060,348323106,1348765060,347041401
291,1348765060,414908885,1348765060,413797496
292,1348765060,481503009,1348765060,480365052
293,1348765060,548131942,1348765060,546979249
294,1348765060,614808082,1348765060,613772751
295,1348765060,681225061,1348765060,680364364
296,1348765060,747801065,1348765060,746964958
297,1348765060,814940929,1348765060,813766696
298,1348765060,881576061,1348765060,880410811
299,1348765060,948059082,1348765060,946987473
300,1348765061,14842033,1348765061,13746716
301,1348765061,81538915,1348765061,80359269
302,1348765061,148313045,1348765061,146997335
303,1348765061,214943885,1348765061,213819108
304,1348765061,281507015,1348765061,280360982
305,1348765061,348165035,1348765061,346990155
306,1348765061,414916038,1348765061,413765057
307,1348765061,481506109,1348765061,480375598
308,1348765061,548363924,1348765061,547001989
309,1348765061,614886045,1348765061,613740063
310,1348765061,681586980,1348765061,680388081
311,1348765061,748217105,1348765061,746993246
312,1348765061,814924001,1348765061,813822729
313,1348765061,881541967,1348765061,880367622
314,1348765061,948353052,1348765061,947059130
315,1348765062,14872074,1348765062,13740902
316,1348765062,81566095,1348765062,80394762
317,1348765062,148171901,1348765062,147016990
318,1348765062,214848995,1348765062,213742063
319,1348765062,281565904,1348765062,280398462
320,1348765062,348130941,1348765062,346975855
321,1348765062,414927005,1348765062,413747250
322,1348765062,481477022,1348765062,480367139
323,1348765062,548181056,1348765062,547035004
324,1348765062,614963054,1348765062,613777834
325,1348765062,681546926,1348765062,680370286
326,1348765062,748163938,1348765062,746979609
327,1348765062,814590930,1348765062,813780932
328,1348765062,881565093,1348765062,880392170
329,1348765062,947799921,1348765062,947000282
330,1348765063,14590024,1348765063,13775086
331,1348765063,81487894,1348765063,80368359
332,1348765063,148042917,1348765063,146994263
333,1348765063,214920043,1348765063,213771459
334,1348765063,281344890,1348765063,280417386
335,1348765063,347760915,1348765063,346987895
336,1348765063,414922952,1348765063,413746602
337,1348765063,481539964,1348765063,480357576
338,1348765063,548110961,1348765063,546978665
339,1348765063,614901065,1348765063,613751742
340,1348765063,681467056,1348765063,680342218
341,1348765063,748138904,1348765063,746991797
342,1348765063,814644098,1348765063,813818858
343,1348765063,881580114,1348765063,880440563
344,1348765063,948169946,1348765063,946979935
345,1348765064,14631032,1348765064,13763440
346,1348765064,81549882,1348765064,80358533
347,1348765064,147933006,1348765064,146982474
348,1348765064,214881896,1348765064,213745036
349,1348765064,281492948,1348765064,280338832
350,1348765064,348203897,1348765064,347011242
351,1348765064,414946079,1348765064,413781672
352,1348765064,481487989,1348765064,480377972
353,1348765064,547823905,1348765064,546973512
354,1348765064,614842891,1348765064,613773559
355,1348765064,681488990,1348765064,680335473
356,1348765064,747982025,1348765064,746983981
357,1348765064,814817905,1348765064,813774920
358,1348765064,881572961,1348765064,880390572
359,1348765064,948252916,1348765064,946962118
360,1348765065,14882087,1348765065,13775827
361,1348765065,81479072,1348765065,80373093
362,1348765065,148281097,1348765065,147097746
363,1348765065,215002059,1348765065,213848357
364,1348765065,281503915,1348765065,280362150
365,1348765065,348315000,1348765065,346962104
366,1348765065,414946079,1348765065,413764027
367,1348765065,481579065,1348765065,480421578
368,1348765065,548245906,1348765065,547023376
369,1348765065,614639997,1348765065,613810917
370,1348765065,681521892,1348765065,680365295
371,1348765065,748279094,1348765065,747012525
372,1348765065,814923048,1348765065,813773957
373,1348765065,881622076,1348765065,880397281
374,1348765065,948120117,1348765065,946988127
375,1348765066,14915943,1348765066,13769988
376,1348765066,81203937,1348765066,80364847
377,1348765066,147917032,1348765066,147019011
378,1348765066,214970111,1348765066,213825471
379,1348765066,281562089,1348765066,280392870
380,1348765066,347860097,1348765066,346991127
381,1348765066,414975881,1348765066,413841658
382,1348765066,481554985,1348765066,480396386
383,1348765066,548108100,1348765066,546982925
384,1348765066,614976882,1348765066,613833285
385,1348765066,681271076,1348765066,680392007
386,1348765066,748123884,1348765066,746980195
387,1348765066,815001964,1348765066,813831764
388,1348765066,881535053,1348765066,880363227
389,1348765066,948328018,1348765066,947024622
390,1348765067,15019893,1348765067,13842862
391,1348765067,81516027,1348765067,80365196
392,1348765067,148076057,1348765067,147011572
393,1348765067,214864015,1348765067,213781588
394,1348765067,281491041,1348765067,280361474
395,1348765067,348031997,1348765067,346987785
396,1348765067,414860963,1348765067,413772311
397,1348765067,481564998,1348765067,480396076
398,1348765067,548137903,1348765067,547017643
399,1348765067,614924907,1348765067,613822184
400,1348765067,681258916,1348765067,680392997
401,1348765067,747946023,1348765067,746979465
402,1348765067,815010070,1348765067,813841088
403,1348765067,881202936,1348765067,880339231
404,1348765067,948178052,1348765067,946975794
405,1348765068,14904022,1348765068,13801853
406,1348765068,81464052,1348765068,80342256
407,1348765068,148169994,1348765068,146987941
408,1348765068,214831113,1348765068,213775634
409,1348765068,281482934,1348765068,280363958
410,1348765068,348117113,1348765068,346979718
411,1348765068,414884090,1348765068,413797995
412,1348765068,481462001,1348765068,480331247
413,1348765068,548073053,1348765068,546978015
414,1348765068,614573001,1348765068,613748364
415,1348765068,681580066,1348765068,680419123
416,1348765068,748183965,1348765068,747001719
417,1348765068,814609050,1348765068,813765067
418,1348765068,881232976,1348765068,880335148
419,1348765068,947737932,1348765068,946982140
420,1348765069,14911890,1348765069,13751300
421,1348765069,81584930,1348765069,80338155
422,1348765069,147943019,1348765069,147012946
423,1348765069,214864015,1348765069,213750426
424,1348765069,281491994,1348765069,280336128
425,1348765069,348191022,1348765069,347015513
426,1348765069,415083885,1348765069,413847128
427,1348765069,481446981,1348765069,480370035
428,1348765069,548151969,1348765069,546946443
429,1348765069,614862918,1348765069,613774507
430,1348765069,681477069,1348765069,680333627
431,1348765069,748152017,1348765069,746981727
432,1348765069,814649105,1348765069,813775736
433,1348765069,881467103,1348765069,880339154
434,1348765069,948132991,1348765069,947010119
435,1348765070,15002012,1348765070,13799628
436,1348765070,81535100,1348765070,80384261
437,1348765070,148231029,1348765070,147075790
438,1348765070,214598894,1348765070,213744150
439,1348765070,281624078,1348765070,280386380
440,1348765070,347837924,1348765070,347016478
441,1348765070,414633035,1348765070,413779699
442,1348765070,481405019,1348765070,480370250
443,1348765070,548185110,1348765070,547025364
444,1348765070,615077972,1348765070,613846399
445,1348765070,681456089,1348765070,680340402
446,1348765070,747989892,1348765070,747044561
447,1348765070,814940929,1348765070,813823303
448,1348765070,881463050,1348765070,880364391
449,1348765070,947576999,1348765070,946924598
450,1348765071,14940023,1348765071,13711583
451,1348765071,81538915,1348765071,80350215
452,1348765071,148184061,1348765071,146978859
453,1348765071,214652061,1348765071,213779970
454,1348765071,281508922,1348765071,280364469
455,1348765071,348175048,1348765071,346999618
456,1348765071,414841890,1348765071,413697017
457,1348765071,481085062,1348765071,480352563
458,1348765071,548248052,1348765071,547022867
459,1348765071,614880084,1348765071,613762524
460,1348765071,681466102,1348765071,680445723
461,1348765071,747921943,1348765071,746983109
462,1348765071,814867019,1348765071,813773009
463,1348765071,881659984,1348765071,880393054
464,1348765071,948142051,1348765071,946951228
465,1348765072,14879941,1348765072,13751263
466,1348765072,81401109,1348765072,80339278
467,1348765072,148212909,1348765072,147007833
468,1348765072,214894056,1348765072,213751494
469,1348765072,281620025,1348765072,280393475
470,1348765072,348211050,1348765072,347057299
471,1348765072,414848089,1348765072,413740111
472,1348765072,481513977,1348765072,480400501
473,1348765072,548149108,1348765072,546929561
474,1348765072,614989995,1348765072,613850293
475,1348765072,681164979,1348765072,680338721
476,1348765072,748208999,1348765072,747073326
477,1348765072,814882993,1348765072,813792758
478,1348765072,881551980,1348765072,880397551
479,1348765072,948199033,1348765072,947022755
480,1348765073,14882087,1348765073,13761238
481,1348765073,81547975,1348765073,80397126
482,1348765073,148287057,1348765073,146979914
483,1348765073,214602947,1348765073,213750349
484,1348765073,281114101,1348765073,280336084
485,1348765073,347817897,1348765073,347006617
486,1348765073,415008068,1348765073,413840870
487,1348765073,481539964,1348765073,480416016
488,1348765073,548108100,1348765073,547016332
489,1348765073,614918947,1348765073,613788513
490,1348765073,681554079,1348765073,680398019
491,1348765073,748225927,1348765073,747082094
492,1348765073,814909934,1348765073,813802403
493,1348765073,881553888,1348765073,880400676
494,1348765073,948218107,1348765073,947011186
495,1348765074,14903068,1348765074,13728121
496,1348765074,81269025,1348765074,80355910
497,1348765074,148425102,1348765074,147211513
498,1348765074,214956045,1348765074,213862085
499,1348765074,281763076,1348765074,280343180
500,1348765074,348092079,1348765074,346961772
501,1348765074,414942979,1348765074,413819469
502,1348765074,481590032,1348765074,480422519
503,1348765074,548068046,1348765074,546972940
504,1348765074,615159034,1348765074,613861761
505,1348765074,681466102,1348765074,680360442
506,1348765074,748095035,1348765074,746982360
507,1348765074,814861059,1348765074,813788531
508,1348765074,881526947,1348765074,880386709
509,1348765074,948149919,1348765074,946982307
510,1348765075,14844894,1348765075,13794811
511,1348765075,81049919,1348765075,80346024
512,1348765075,148149013,1348765075,146975249
513,1348765075,214600086,1348765075,213753038
514,1348765075,281512022,1348765075,280344221
515,1348765075,347968101,1348765075,347012462
516,1348765075,414856910,1348765075,413779641
517,1348765075,481261014,1348765075,480371467
518,1348765075,548158884,1348765075,547010145
519,1348765075,614614963,1348765075,613720276
520,1348765075,681519031,1348765075,680369286
521,1348765075,747694015,1348765075,746904422
522,1348765075,814918994,1348765075,813773097
523,1348765075,881442070,1348765075,880370727
524,1348765075,947738885,1348765075,946952739
525,1348765076,15079021,1348765076,13855322
526,1348765076,81624984,1348765076,80468439
527,1348765076,148191928,1348765076,146999801
528,1348765076,214945077,1348765076,213780184
529,1348765076,281570911,1348765076,280394294
530,1348765076,348148107,1348765076,347008476
531,1348765076,414964914,1348765076,413775830
532,1348765076,481589078,1348765076,480392245
533,1348765076,548293113,1348765076,547096734
534,1348765076,615012884,1348765076,613916497
535,1348765076,681227922,1348765076,680367293
536,1348765076,748047113,1348765076,747010178
537,1348765076,814924001,1348765076,813779981
538,1348765076,881535053,1348765076,880338039
539,1348765076,947791099,1348765076,946981183
540,1348765077,15037059,1348765077,13847557
541,1348765077,81590890,1348765077,80386702
542,1348765077,148138046,1348765077,146996638
543,1348765077,214612960,1348765077,213810632
544,1348765077,281565904,1348765077,280397452
545,1348765077,348124980,1348765077,346995585
546,1348765077,414997100,1348765077,413824934
547,1348765077,481462955,1348765077,480339410
548,1348765077,548084020,1348765077,546965909
549,1348765077,614857912,1348765077,613749564
550,1348765077,681545972,1348765077,680367468
551,1348765077,748100042,1348765077,746960138
552,1348765077,814948081,1348765077,813771800
553,1348765077,881510019,1348765077,880368702
554,1348765077,948122024,1348765077,946963862
555,1348765078,15083074,1348765078,13951226
556,1348765078,81489086,1348765078,80366199
557,1348765078,148109912,1348765078,146964305
558,1348765078,214957952,1348765078,213783067
559,1348765078,281558036,1348765078,280391879
560,1348765078,348274946,1348765078,347084311
561,1348765078,414856910,1348765078,413748565
562,1348765078,481259107,1348765078,480371807
563,1348765078,548149108,1348765078,547020874
564,1348765078,615052938,1348765078,613813656
565,1348765078,681519031,1348765078,680369383
566,1348765078,748261928,1348765078,747083065
567,1348765078,815058946,1348765078,813817269
568,1348765078,881568908,1348765078,880394051
569,1348765078,948213100,1348765078,947056204
570,1348765079,14862060,1348765079,13774842
571,1348765079,81501960,1348765079,80338769
572,1348765079,148175954,1348765079,147011959
573,1348765079,214893102,1348765079,213781581
574,1348765079,281568050,1348765079,280438394
575,1348765079,347909927,1348765079,346970571
576,1348765079,414956092,1348765079,413827813
577,1348765079,481084108,1348765079,480352850
578,1348765079,548250913,1348765079,547045835
579,1348765079,614980936,1348765079,613847079
580,1348765079,681493043,1348765079,680344610
581,1348765079,748171091,1348765079,747012584
582,1348765079,814955949,1348765079,813766337
583,1348765079,881434917,1348765079,880434065
584,1348765079,948282003,1348765079,947091774
585,1348765080,14930009,1348765080,13747269
586,1348765080,81506013,1348765080,80349519
587,1348765080,148201942,1348765080,147012169
588,1348765080,214981079,1348765080,213823251
589,1348765080,281284093,1348765080,280394077
590,1348765080,348257064,1348765080,347068297
591,1348765080,414988040,1348765080,413912088
592,1348765080,481201887,1348765080,480370706
593,1348765080,547940969,1348765080,547011193
594,1348765080,615089893,1348765080,613865620
595,1348765080,681477069,1348765080,680372255
596,1348765080,748246908,1348765080,747087671
597,1348765080,814888954,1348765080,813752357
598,1348765080,881488084,1348765080,880368285
599,1348765080,948204040,1348765080,947038970
600,1348765081,14986991,1348765081,13847075
601,1348765081,81525087,1348765081,80395904
602,1348765081,148271083,1348765081,147015063
603,1348765081,214853048,1348765081,213779909
604,1348765081,281177997,1348765081,280346443
605,1348765081,348027944,1348765081,347010085
606,1348765081,414879083,1348765081,413861430
607,1348765081,481514930,1348765081,480401663
608,1348765081,548238039,1348765081,547008026
609,1348765081,614934921,1348765081,613824159
610,1348765081,681586027,1348765081,680398567
611,1348765081,748209953,1348765081,747043380
612,1348765081,814874887,1348765081,813741299
613,1348765081,881511926,1348765081,880361585
614,1348765081,948235988,1348765081,946988272
615,1348765082,14952898,1348765082,13764927
616,1348765082,81474065,1348765082,80351794
617,1348765082,148174047,1348765082,146981287
618,1348765082,214612007,1348765082,213774070
619,1348765082,281457901,1348765082,280340352
620,1348765082,348156929,1348765082,347010187
621,1348765082,414877891,1348765082,413798164
622,1348765082,481494903,1348765082,480364720
623,1348765082,548222064,1348765082,547033543
