%DLR Intertial Motion Unit recording log.  Contain the  information of the IMU .
Angular Velocity Covariance,0.000436332312999,0.0,0.0,0.0,0.000436332312999,0.0,0.0,0.0,0.000436332312999
Acceleration Covariance,0.0004,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0004
MessageSequence,SystemTimeSecs,SystemTimenSecs,TimeStampSecs,TimeStampnSecs,ROT_X,ROT_Y,ROT_Z,ROT_W,ROTVEL_X,ROTVEL_Y,ROTVEL_Z,ACC_X,ACC_Y,ACC_Z
16,1348765041,319091081,1348765041,318773031,0.391673356968,0.920053219536,0.0092151725646,0.00302245886631,-0.0481376424432,0.000388490763726,0.00302867102437,0.0328367128968,0.068754568696,-9.85648441315
17,1348765041,328203916,1348765041,327872037,0.391681998374,0.920047673687,0.00938121816157,0.00307945411396,-0.0403606258333,0.00214219884947,0.00221509649418,0.032884888351,0.0807644575834,-9.83710384369
18,1348765041,339071989,1348765041,338778018,0.39170846283,0.920035241214,0.00947135871278,0.00315094205871,-0.0284876655787,-0.0075536952354,0.00578491017222,0.0231115240604,0.0807936489582,-9.84498691559
19,1348765041,348280906,1348765041,347883939,0.391766393413,0.920008657865,0.00962625091009,0.00324002143617,-0.0409201085567,-0.00474618794397,0.0128515958786,0.0230826083571,0.0760051384568,-9.85468673706
20,1348765041,359124898,1348765041,358757019,0.391774065074,0.920004312818,0.00972519571618,0.00325067693209,-0.0283330976963,0.000362720078556,0.00229574483819,0.018141631037,0.0881937220693,-9.85993289948
21,1348765041,368160963,1348765041,367739915,0.391782525897,0.919998624661,0.00990878316472,0.00328618927428,-0.0421028323472,0.00746348965913,0.0022564495448,0.0182525776327,0.0783464238048,-9.84526157379
22,1348765041,381206035,1348765041,380865097,0.391873531746,0.919958900803,0.0099750545023,0.00335473380777,-0.0358259603381,-0.00914728455245,0.0138052133843,0.0132756531239,0.0783880501986,-9.8551158905
23,1348765041,388219118,1348765041,387897014,0.391890845306,0.919949764042,0.0101343875267,0.00336023719122,-0.0353792645037,0.0110701341182,0.00418814504519,0.0132153294981,0.0905717164278,-9.8576374054
24,1348765041,399137020,1348765041,398813009,0.391979047375,0.91991030039,0.010277042966,0.00344209878006,-0.042871389538,-0.00287781329826,0.0164828971028,0.0230273231864,0.0808110386133,-9.8496837616
25,1348765041,408101081,1348765041,407773971,0.392020778011,0.919890378422,0.0104305466528,0.00355035084625,-0.0424604229629,-0.00834745727479,0.00930663477629,0.0157171618193,0.0856359302998,-9.84772205353
26,1348765041,420250892,1348765041,419869899,0.392012727498,0.919892222578,0.0105447411468,0.00362336215852,-0.04346678406,-0.0139181278646,-0.00324727757834,0.0231093559414,0.0661751925945,-9.84471130371
27,1348765041,428272962,1348765041,427875041,0.392053901758,0.919871990406,0.0107573428212,0.00367953233829,-0.0493906885386,0.00585643621162,0.00937877967954,0.023046631366,0.0759452953935,-9.84964847565
28,1348765041,439066886,1348765041,438806056,0.392060969071,0.919866902269,0.0108834501641,0.00382480753809,-0.0509537011385,-0.00603752350435,-0.00856807362288,0.0156520344317,0.0929924622178,-9.85507488251
29,1348765041,448044061,1348765041,447801113,0.392136028821,0.919833324663,0.0109863639023,0.00391018532339,-0.0316778346896,-0.00820489320904,0.0165164247155,0.0230393782258,0.0807917267084,-9.84724998474
30,1348765041,459074974,1348765041,458762884,0.392137330301,0.919830586867,0.0111820443079,0.00386878970432,-0.0406146533787,0.00844523031265,0.00590184796602,0.0181659683585,0.0759502351284,-9.85237312317
31,1348765041,468735933,1348765041,467780113,0.392129522844,0.91983146891,0.0113644201818,0.00391868223858,-0.0436480715871,0.00475595006719,-0.00128998560831,0.0254616271704,0.0808182135224,-9.84953784943
32,1348765041,479111909,1348765041,478785991,0.392229240078,0.919787150199,0.011492533448,0.00396777414333,-0.0520065613091,0.0023304396309,0.0102131403983,0.0375945717096,0.0784984752536,-9.85852527618
33,1348765041,488193988,1348765041,487862110,0.392208700865,0.919792575407,0.0117031576923,0.00412180682926,-0.0571822635829,-0.0121587682515,-0.00421835901216,0.0181298013777,0.076008155942,-9.85967445374
34,1348765041,499109029,1348765041,498802900,0.392340844308,0.919735129384,0.011753832961,0.00421913205622,-0.0477314181626,-0.00475687673315,0.0110797118396,0.02540615201,0.0857418775558,-9.85687351227
35,1348765041,507997989,1348765041,507793903,0.392349067898,0.919728404894,0.0119532782007,0.00435767026971,-0.0540914237499,-0.0102615440264,0.00206643715501,0.0181707721204,0.0807773694396,-9.84754180908
36,1348765041,519150972,1348765041,518800973,0.392487577917,0.919668924633,0.0119598240466,0.00441959888964,-0.0476151965559,-0.00834548287094,0.00926583632827,0.018158717081,0.0807966738939,-9.84997463226
37,1348765041,528191089,1348765041,527918100,0.392512284839,0.919655307099,0.0121576556886,0.00451816157952,-0.0508784800768,-0.0030863515567,0.00571631640196,0.0327765904367,0.0808204561472,-9.84666633606
38,1348765041,539144992,1348765041,538847923,0.392623959421,0.919608116344,0.0121567579319,0.00442177337481,-0.0358189791441,0.00237789703533,0.0130077814683,0.0328272618353,0.0710696578026,-9.84416294098
39,1348765041,548196077,1348765041,547818899,0.392607886783,0.919612341732,0.0123474681086,0.00444164406399,-0.0435797460377,0.0109320245683,-0.00301188067533,0.0229887086898,0.0905425176024,-9.84975337982
40,1348765041,559283971,1348765041,558784961,0.392761782768,0.919546827212,0.0123380834555,0.00442563639198,-0.0379066206515,-0.00458222534508,0.0200725980103,0.022983904928,0.0857153907418,-9.85458564758
41,1348765041,568222045,1348765041,567858934,0.392794876688,0.919529691128,0.0125231270665,0.00452805369384,-0.0492590740323,-0.00483023608103,0.0075057419017,0.0131743587554,0.0858025029302,-9.86977005005
42,1348765041,579049110,1348765041,578757047,0.392852077201,0.919503514803,0.0126720474521,0.00446664499798,-0.0493948049843,0.00585716636851,0.00938033312559,0.0229911562055,0.0808689519763,-9.85698413849
43,1348765041,588246107,1348765041,587882041,0.392930562188,0.919467487371,0.0128319266524,0.0045226789378,-0.0412194132805,0.00158052670304,0.0174196250737,0.0278815180063,0.0663440078497,-9.86388778687
44,1348765041,599111080,1348765041,598783969,0.393020204439,0.919429112265,0.0128429702307,0.00450383581831,-0.0311489850283,0.00578520214185,0.00594067154452,0.0328079536557,0.0759354010224,-9.84419822693
45,1348765041,608160018,1348765041,607836961,0.393054071755,0.919412679553,0.012968792957,0.00454222002704,-0.0338079668581,0.00226957350969,0.00767296319827,0.0279586557299,0.0710553005338,-9.84445476532
46,1348765041,619064092,1348765041,618763923,0.393126724595,0.919382023477,0.0129894478404,0.00439858630999,-0.0372537970543,0.00226399488747,0.00766338733956,0.00838289037347,0.0904994383454,-9.85062789917
47,1348765041,628122091,1348765041,627881050,0.393140429896,0.919374346384,0.0130738838477,0.00452627368575,-0.0334852561355,-0.01734255068,0.00303647806868,0.0328079536557,0.0759354010224,-9.84419822693
48,1348765041,639107942,1348765041,638803005,0.393178394555,0.919356809389,0.0131730793626,0.00450300619225,-0.0513780042529,0.00386971537955,-0.00135486328509,0.0254616271704,0.0808182135224,-9.84953784943
49,1348765041,648030042,1348765041,647777080,0.393252934694,0.91932243656,0.0133203061642,0.00457781991601,-0.0411519482732,-0.00287515460514,0.0164912454784,0.0327765904367,0.0808204561472,-9.84666633606
50,1348765041,659110069,1348765041,658776044,0.393329872994,0.919288544577,0.0133844474375,0.00458687105319,-0.0391181372106,-0.00830873381346,0.0111079365015,0.0279200412333,0.0807867869735,-9.84452438354
51,1348765041,668220996,1348765041,667895078,0.393440887665,0.919238422033,0.013555804365,0.00460776935254,-0.0416413471103,0.00882073398679,0.0246220380068,0.0229839496315,0.0736282542348,-9.86423206329
52,1348765041,679099082,1348765041,678776025,0.393575041065,0.9191824515,0.0134638255287,0.00458620834103,-0.0339522771537,-0.0100851822644,0.0111262109131,0.0230731889606,0.0662331134081,-9.8520116806
53,1348765041,688290119,1348765041,687859058,0.39365390831,0.919146328317,0.0135938292769,0.00467283850173,-0.0394690074027,-0.00640926323831,0.0173652339727,0.0254471693188,0.0784239545465,-9.85438728333
54,1348765041,699119091,1348765041,698788881,0.393735298759,0.919111950889,0.013594525254,0.00457439903004,-0.0312377288938,0.00227105757222,0.00769579363987,0.0327355749905,0.088138371706,-9.849152565
55,1348765041,708013057,1348765041,707741022,0.393777342963,0.919091709942,0.0137131015506,0.00466730454879,-0.0381688699126,-0.00834636297077,0.0093385707587,0.0180839356035,0.0905860736966,-9.85734558105
56,1348765041,719191074,1348765041,718791961,0.393844903147,0.91906047837,0.0138709872087,0.00465027703792,-0.0519794337451,0.00762851815671,0.00938394851983,0.0132708037272,0.0856480523944,-9.85030174255
57,1348765041,728138923,1348765041,727828025,0.393927219403,0.919022130351,0.0140413653233,0.00474444918649,-0.0481120496988,-0.00461549079046,0.0182056315243,0.025519547984,0.0662209913135,-9.84943294525
58,1348765041,739135980,1348765041,738840103,0.394027259756,0.918979559453,0.0140307247722,0.00471451365483,-0.0473964959383,-0.0128457266837,0.00564275076613,0.0425596684217,0.0662712529302,-9.84841156006
59,1348765041,748342990,1348765041,747982978,0.394060874379,0.918962886189,0.0141683006769,0.00474345313396,-0.0372578278184,0.00493416702375,0.00767161510885,0.0328079536557,0.0759354010224,-9.84419822693
60,1348765041,759203910,1348765041,758822917,0.394081150322,0.918954116836,0.0142340505936,0.00455740216542,-0.0320417620242,0.000474217056762,0.00678717344999,0.0181152988225,0.0857010260224,-9.85487747192
61,1348765041,768086910,1348765041,767791986,0.394098472393,0.918944512223,0.014353007274,0.00462262867097,-0.0370381437242,-0.00312602100894,0.00403980957344,0.0229597929865,0.0857539996505,-9.85945224762
62,1348765041,779021024,1348765041,778774976,0.394191606759,0.918904465175,0.0143701461177,0.00458911124855,-0.0517289079726,-0.00663975020871,0.00568555109203,0.0180911868811,0.0857396423817,-9.85974407196
63,1348765041,788125991,1348765041,787841081,0.394134857178,0.918926244445,0.0145168312221,0.00464039220112,-0.0413342230022,0.00188326020725,-0.0120051736012,0.0327500775456,0.0784455016255,-9.85394954681
64,1348765041,799052953,1348765041,798805952,0.394202882692,0.918898276852,0.0144682182838,0.00455134423859,-0.0376146920025,0.000318277976476,-0.00128738116473,0.0278959292918,0.0808253958821,-9.84939193726
65,1348765041,808325052,1348765041,807921886,0.394261004911,0.918871228498,0.0145931115002,0.00457892368293,-0.035831220448,0.00415389006957,0.0130254458636,0.0327597297728,0.0760126262903,-9.85393238068
66,1348765041,819197893,1348765041,818814039,0.394333132702,0.918839643837,0.0146250290386,0.00460411694449,-0.0414771698415,-0.013705204241,0.00747249741107,0.023065937683,0.0710795521736,-9.8496131897
67,1348765041,828263044,1348765041,827899932,0.39433096265,0.918839647765,0.0146639314118,0.00466505158534,-0.0230136029422,-0.00853955280036,-0.000376981915906,0.0328224562109,0.066242530942,-9.84899520874
68,1348765041,839047908,1348765041,838761091,0.394404231436,0.918806801208,0.0147485887468,0.00467369320421,-0.0475287996233,-0.00482603348792,0.00750493258238,0.0328031480312,0.0711082741618,-9.84903049469
69,1348765041,848059892,1348765041,847834110,0.394461909623,0.918779239242,0.0149058910504,0.00472501919357,-0.044413972646,0.00237483950332,0.0129546774551,0.0230803489685,0.0855609402061,-9.83511734009
70,1348765041,859137058,1348765041,858798980,0.394546879893,0.918742953874,0.0149260515578,0.00462139143667,-0.0490835309029,0.0022008032538,0.00399570493028,0.0254809334874,0.0759524703026,-9.84950256348
71,1348765041,868067979,1348765041,867775917,0.39453963754,0.918743849731,0.0150375432832,0.00469949812118,-0.0384502224624,-0.00589923933148,-0.00134108716156,0.0132732056081,0.0880616232753,-9.84788513184
72,1348765041,879075050,1348765041,878781080,0.394624920665,0.91870771513,0.0150156815284,0.0046728427374,-0.0335400402546,0.00215660757385,0.0031629956793,0.0230801608413,0.0856786891818,-9.84745597839
73,1348765041,900247097,1348765041,899904966,0.39469850257,0.918673185741,0.0151848573433,0.00469999752366,-0.0454629398882,0.00775385927409,0.0164962802082,0.03525891155,0.0808681696653,-9.84912490845
74,1348765041,900382041,1348765041,900202989,0.394754723968,0.918649262409,0.0151899341208,0.00463750817092,-0.0309575460851,0.0012698196806,0.00317088677548,0.0255217123777,0.0808394402266,-9.84970855713
75,1348765041,908350944,1348765041,908071994,0.394836467617,0.918610731684,0.0153646305502,0.00473451183222,-0.0523810237646,-0.00463901693001,0.0181203782558,0.0231211781502,0.0783607810736,-9.84496974945
76,1348765041,918987989,1348765041,918787002,0.39490543062,0.918579991889,0.0154075640475,0.00480690525288,-0.0471955351532,-0.00850446894765,0.00206510117278,0.03280775249,0.0760531723499,-9.85653686523
77,1348765041,928040981,1348765041,927799940,0.394937920719,0.918563184795,0.0155732776217,0.00481532372018,-0.0441276803613,0.0111202364787,0.00762492977083,0.0182622317225,0.0759135559201,-9.84524440765
78,1348765041,939255952,1348765041,938925981,0.395173245661,0.918460765416,0.0156364650528,0.00484037876337,-0.0456781797111,0.00813132245094,0.0361378341913,-0.00127008603886,0.090453311801,-9.84651565552
79,1348765041,948098897,1348765041,947763919,0.395246406661,0.918425327899,0.0158325905036,0.0049521887094,-0.058298766613,-0.00555858714506,0.0162824839354,0.0254927966744,0.0760509371758,-9.85940742493
80,1348765041,959187030,1348765041,958789110,0.395253511494,0.918422060403,0.0158689531309,0.00487410957142,-0.0347346737981,0.00373773905449,-0.00663957512006,0.0230126306415,0.090621650219,-9.85722446442
81,1348765041,968125104,1348765041,967766046,0.395302147085,0.918397848598,0.0160449134015,0.00491578625519,-0.0494630634785,0.0058663780801,0.011110343039,0.0133067965508,0.0857078880072,-9.85534000397
82,1348765041,978956937,1348765041,978724002,0.395452438085,0.918336162812,0.01589631157,0.00483410423044,-0.0380316972733,-0.0101751089096,0.0074697942473,0.0278909299523,0.0761160328984,-9.86656188965
83,1348765041,988219022,1348765041,987910985,0.395525775901,0.918301471238,0.0160623307563,0.00487545385013,-0.0480314046144,0.00509151490405,0.016454000026,0.0328004993498,0.0808995962143,-9.85413837433
84,1348765041,999145030,1348765041,998812913,0.395615551676,0.918262132405,0.0161064574438,0.00485525413884,-0.0323869548738,-0.00295718340203,0.0138301420957,0.0181801989675,0.090549364686,-9.85021591187
85,1348765042,8228063,1348765042,7813930,0.395680401748,0.918230351504,0.0163003849344,0.00493342678223,-0.0565086714923,0.000616947887465,0.0145724257454,0.0255024060607,0.0857051759958,-9.84974384308
86,1348765042,19181013,1348765042,18796920,0.395722345993,0.918210394504,0.016391716349,0.00498075705128,-0.0504372902215,-0.0085795307532,-0.00151825672947,0.0230922158808,0.0856593847275,-9.84502220154
87,1348765042,28059959,1348765042,27745008,0.395747030816,0.918197227675,0.0165173441331,0.00503150398071,-0.0422677136958,0.000435504072811,0.00575696630403,0.0231356360018,0.0807550400496,-9.84012031555
88,1348765042,39041996,1348765042,38753032,0.395813625519,0.918168243623,0.0165655411745,0.00492271286433,-0.0337683819234,0.0093264747411,0.00679704081267,0.015716984868,0.0857536792755,-9.86006069183
89,1348765042,48106908,1348765042,47822952,0.395825637397,0.918160250551,0.0167038897381,0.00497987504385,-0.0455588549376,0.000379044591682,0.00306320283562,0.0134032405913,0.0855534374714,-9.83587169647
90,1348765042,59201955,1348765042,58907032,0.395916745882,0.918120856991,0.0167232104546,0.00493523254964,-0.044767819345,0.00395083799958,0.00399062177166,0.0230729095638,0.0905251204967,-9.84505748749
91,1348765042,68056106,1348765042,67776918,0.395946174218,0.918106372701,0.0167958123869,0.00502157478785,-0.0362564027309,-0.0101970890537,0.00659277569503,0.0231404844671,0.0734950527549,-9.8449344635
92,1348765042,79066991,1348765042,78779935,0.396008891836,0.918077789951,0.0168613168876,0.00508184784564,-0.0370980463922,-0.00489408429712,0.00575419142842,0.00354068307206,0.0808906555176,-9.86562156677
93,1348765042,88258028,1348765042,87862014,0.396082706505,0.918043645539,0.0169665825327,0.00514680203311,-0.0411161482334,-0.00378763186745,0.0164234265685,0.0231115706265,0.0687065422535,-9.85463428497
94,1348765042,99097013,1348765042,98784923,0.396246454325,0.917974569232,0.0168715971595,0.00517560492484,-0.0391730889678,-0.0118480883539,0.0128025216982,0.0182043556124,0.0784236490726,-9.85499572754
95,1348765042,108083963,1348765042,107825040,0.396262430222,0.917965211728,0.0169964441276,0.00520358904337,-0.0421967916191,0.00483606848866,0.0040207230486,0.0132850874215,0.0881600603461,-9.85779094696
96,1348765042,119132995,1348765042,118789911,0.396232771249,0.917974115814,0.0171793004784,0.00529011512306,-0.0417633913457,-0.0050696907565,-0.00319986231625,0.0133357113227,0.090496391058,-9.8456401825
97,1348765042,128076076,1348765042,127785921,0.396290725017,0.917947601451,0.017234790529,0.00536882214903,-0.0340257436037,-0.0100761661306,0.0128615591675,0.0133309075609,0.0856692716479,-9.85047245026
98,1348765042,139204025,1348765042,138839960,0.396408858808,0.917894980765,0.0173165533002,0.0053812569772,-0.044485848397,0.00238897255622,0.0146771855652,0.0206290017813,0.0808636918664,-9.85486698151
99,1348765042,148272037,1348765042,147831916,0.396376001325,0.917907111814,0.0174122019129,0.00542354870209,-0.0390096344054,0.000188914098544,-0.00670977355912,0.0255289636552,0.0759930163622,-9.85210704803
100,1348765042,160324096,1348765042,159854888,0.396493110874,0.917857689016,0.0173700132448,0.00536268434827,-0.0354972369969,0.000471983628813,0.00759003777057,0.0230391900986,0.0809094905853,-9.85958862305
101,1348765042,168226957,1348765042,167819023,0.396534790993,0.917837895724,0.0174218034846,0.00549886068912,-0.0389396324754,-0.0207878556103,0.00914565846324,0.0377004630864,0.0760289207101,-9.85137844086
102,1348765042,179034948,1348765042,178780078,0.396516338599,0.9178434541,0.0175545223396,0.00547957438404,-0.0383024215698,0.00201536063105,-0.00401026615873,0.0231211781502,0.0783607810736,-9.84496974945
103,1348765042,188204050,1348765042,187838077,0.396511957559,0.917843039193,0.0176524966916,0.00555088078697,-0.0427668839693,-0.00500925956294,-0.000543771893717,0.0328246094286,0.0808609873056,-9.84927082062
104,1348765042,199100971,1348765042,198776960,0.396588891096,0.917807138069,0.0177942241729,0.00553844338763,-0.0443993955851,0.0059108263813,0.012913021259,0.0425763130188,0.0711968541145,-9.85348510742
105,1348765042,208074092,1348765042,207781076,0.396565146168,0.917816374092,0.0178190801777,0.00562749271647,-0.0313149727881,-0.0139766335487,-0.00499845808372,0.0279680676758,0.0808273181319,-9.8471288681
106,1348765042,219208002,1348765042,218812942,0.396584642644,0.917808079167,0.0178354100831,0.00555420392923,-0.0432836785913,-0.00425100885332,-0.00678008468822,0.0182815399021,0.0710478201509,-9.8452091217
107,1348765042,228152036,1348765042,227807044,0.39668699198,0.917762008463,0.0178997804578,0.00565013945559,-0.0396989285946,-0.0125426826999,0.0225999951363,0.0134201925248,0.0661870315671,-9.84789943695
108,1348765042,239121913,1348765042,238806962,0.396747115958,0.917734845086,0.0179710269988,0.00561447081898,-0.0304470527917,0.00405408069491,0.00944239087403,0.0182574279606,0.0710864365101,-9.85007572174
109,1348765042,248449087,1348765042,247845888,0.396787574935,0.917715368718,0.0180524066391,0.00567741228335,-0.0407254993916,-0.00482154497877,0.00929339788854,0.013355018571,0.0856306627393,-9.84560585022
110,1348765042,259150028,1348765042,258797883,0.396877672097,0.917675058505,0.0181150873379,0.00569596342298,-0.031655754894,-0.00645396625623,0.0164753198624,0.018218813464,0.080817900598,-9.85014629364
111,1348765042,268074989,1348765042,267782926,0.396851781605,0.917683582624,0.0182386873093,0.00573200709924,-0.046852812171,0.00377785391174,-0.00495593808591,0.0328632257879,0.0711295232177,-9.84920120239
112,1348765042,279059886,1348765042,278776884,0.396987942677,0.917624131153,0.0182465726346,0.00579567787509,-0.0426375083625,-0.00563450995833,0.0128337945789,0.0181802455336,0.0784622579813,-9.85986232758
113,1348765042,288336992,1348765042,287810087,0.396995020538,0.917618767769,0.0183505236989,0.00583172242022,-0.0438018925488,0.00213767681271,0.00219817529432,0.0133502148092,0.0808035433292,-9.85043716431
114,1348765042,299278974,1348765042,298831939,0.397106772866,0.917567754974,0.0185056252097,0.00575915033697,-0.0450349599123,0.00524434540421,0.024514971301,0.0157458987087,0.0905421897769,-9.85036182404
115,1348765042,308094978,1348765042,307784080,0.39711383176,0.917562989079,0.0185918498371,0.00575402605007,-0.0378150716424,0.00834938231856,0.00230070622638,0.0133188515902,0.0856885761023,-9.85290622711
116,1348765042,319192886,1348765042,318789958,0.397175370945,0.91753285171,0.0187442451469,0.00581756150738,-0.0416393093765,0.00760463159531,0.00940011069179,0.0133067965508,0.0857078880072,-9.85534000397
117,1348765042,328080892,1348765042,327780008,0.397219159943,0.917511953126,0.0188332432229,0.00583641969668,-0.0408158302307,0.00407217303291,0.0102674234658,0.0132874893025,0.0905736163259,-9.85537433624
118,1348765042,339081048,1348765042,338783979,0.397316443059,0.917466891872,0.0189252512667,0.00599843791704,-0.0492652244866,-0.00660641444847,0.0083137601614,0.0279077906162,0.0809238478541,-9.85929679871
119,1348765042,348269939,1348765042,347845077,0.397331959349,0.9174582618,0.0189926824389,0.00607700154843,-0.0421333238482,-0.00847115833312,0.00388653855771,0.0328680276871,0.0759566426277,-9.84436893463
120,1348765042,359205961,1348765042,358820915,0.397440023768,0.917409356792,0.0190939399138,0.00607626824542,-0.0463586263359,-0.00641629938036,0.01814956218,0.0182501766831,0.0759328603745,-9.84767723083
121,1348765042,368083953,1348765042,367786884,0.397515906545,0.917374033108,0.0192000859036,0.0061109838696,-0.0463490560651,0.00244274432771,0.0173384360969,0.0230874121189,0.0808322653174,-9.8498544693
122,1348765042,379004001,1348765042,378776073,0.39754504964,0.917359099826,0.0193284795891,0.00605188810288,-0.0439033955336,0.00394768826663,0.00399593962356,0.0133936330676,0.0758991912007,-9.84553527832
123,1348765042,388183116,1348765042,387877941,0.397527839409,0.917364322367,0.0193938986354,0.00618010015573,-0.0468655973673,-0.0174861568958,-0.00336537882686,0.0328198075294,0.0760338678956,-9.85410308838
124,1348765042,399121999,1348765042,398782968,0.397586549338,0.917336712699,0.0194986088395,0.00617216120493,-0.0406562648714,0.00224679335952,0.00756778474897,0.0230970662087,0.0783993974328,-9.84983730316
125,1348765042,408099889,1348765042,407778978,0.397594476227,0.917333797849,0.0194764108033,0.00616483731005,-0.0205912273377,0.000358690915164,0.00235063093714,0.0133815780282,0.0759185031056,-9.84796905518
126,1348765042,419166088,1348765042,418813943,0.397615194995,0.91732266618,0.0195682083056,0.00619419441964,-0.0385264307261,-0.00410966016352,0.000397550436901,0.0181801989675,0.090549364686,-9.85021591187
127,1348765042,428190946,1348765042,427823066,0.397678946556,0.917293141248,0.0196459448714,0.00622778736549,-0.0427617244422,0.000611226772889,0.0146786561236,0.0133067965508,0.0857078880072,-9.85534000397
128,1348765042,439071893,1348765042,438782930,0.397732133475,0.917266332432,0.0197749315549,0.00637004476932,-0.0457225106657,-0.0101957283914,0.00653126183897,0.0132103515789,0.0858623310924,-9.87480735779
129,1348765042,448009967,1348765042,447770118,0.39768169485,0.91728642003,0.0198319626018,0.00644875716806,-0.0430768243968,-0.00875633209944,-0.0103878127411,0.0230584982783,0.0760437548161,-9.8595533371
130,1348765042,459148883,1348765042,458822965,0.397725719432,0.917264845938,0.019928646431,0.00650411873785,-0.0449470989406,-0.0225695315748,0.00909878127277,0.0206868313253,0.0904407128692,-9.83546924591
131,1348765042,468091964,1348765042,467772006,0.397736318095,0.917258405918,0.0199909485835,0.00657267194293,-0.0438161939383,-0.00671526649967,0.00300329038873,0.0230488441885,0.0784766227007,-9.85957050323
132,1348765042,479134082,1348765042,478799104,0.397731710662,0.91725649437,0.0201483273018,0.00663737733733,-0.0419198945165,-0.00323581160046,-0.000516536238138,0.0254541821778,0.0857824012637,-9.85947799683
133,1348765042,488302946,1348765042,487828016,0.397704173621,0.917266628074,0.0202437466387,0.00659651641515,-0.041755348444,0.0161967147142,-0.00479196291417,0.0157410949469,0.0857150629163,-9.8551940918
134,1348765042,499110937,1348765042,498796939,0.397812198327,0.917218445917,0.0202912207018,0.0066365422649,-0.0425304658711,-0.00655364478007,0.0110336095095,0.0328632257879,0.0711295232177,-9.84920120239
135,1348765042,508049011,1348765042,507791996,0.397843038936,0.917203129103,0.0203519888489,0.00671810127215,-0.0457694344223,-0.00928602926433,0.00742460461333,0.0352106429636,0.0930325016379,-9.84921264648
