%DLR Intertial Motion Unit recording log.  Contain the  information of the IMU .
Angular Velocity Covariance,0.000436332312999,0.0,0.0,0.0,0.000436332312999,0.0,0.0,0.0,0.000436332312999
Acceleration Covariance,0.0004,0.0,0.0,0.0,0.0004,0.0,0.0,0.0,0.0004
MessageSequence,SystemTimeSecs,SystemTimenSecs,TimeStampSecs,TimeStampnSecs,ROT_X,ROT_Y,ROT_Z,ROT_W,ROTVEL_X,ROTVEL_Y,ROTVEL_Z,ACC_X,ACC_Y,ACC_Z
48,1348766469,339512109,1348766469,339221954,0.423229857217,0.905904151726,0.0108534533317,0.00981623121473,-0.0327473431826,-0.000316235731589,0.00405260687694,-0.106530830264,0.119833804667,-9.83897399902
49,1348766469,348566055,1348766469,348242044,0.423265644267,0.905885454826,0.011012423635,0.00982159065935,-0.0373411625624,0.0121992351487,0.00859120115638,-0.106569394469,0.117478303611,-9.84869003296
50,1348766469,359760999,1348766469,359275102,0.423331636581,0.905855458335,0.0109533980891,0.00981005323755,-0.0291108712554,-0.0127949267626,0.00128793425392,-0.10651152581,0.114968366921,-9.83893871307
51,1348766469,368700981,1348766469,368242979,0.423384050921,0.905828742149,0.0110610663963,0.00989384318083,-0.0348762311041,-0.00636678375304,0.0120019325987,-0.101635895669,0.110136598349,-9.84104537964
52,1348766469,379574060,1348766469,379213094,0.4235569292,0.905748907602,0.0109885991717,0.00988406755647,-0.0332399830222,0.00164222542662,0.0129726501182,-0.091915987432,0.105357795954,-9.84772777557
53,1348766469,388642072,1348766469,388263940,0.423564521977,0.905743100453,0.0111243006492,0.00993889533548,-0.037815079093,0.00142581167165,0.00224461406469,-0.106574200094,0.112651474774,-9.85352134705
54,1348766469,399597883,1348766469,399298906,0.423606682624,0.905724253825,0.0111590385723,0.00981989444468,-0.0378183014691,0.00320298434235,0.00225586956367,-0.0967795625329,0.110170267522,-9.84318733215
55,1348766469,408600091,1348766469,408282995,0.423626661822,0.905713248629,0.0112901015531,0.0098232509254,-0.0328407101333,0.0103539451957,0.00503716478124,-0.101679302752,0.115040645003,-9.84594726562
56,1348766469,419600963,1348766469,419255018,0.423709215396,0.905676008955,0.0112343335581,0.00975998673479,-0.0301427580416,-0.00475501315668,0.00402602599934,-0.106424696743,0.105160288513,-9.82913589478
57,1348766469,428581953,1348766469,428210973,0.423645092527,0.905704601674,0.0113116803067,0.00980081492927,-0.0266166869551,-0.000670277746394,-0.0137437442318,-0.101662449539,0.119848161936,-9.83868217468
58,1348766469,439690113,1348766469,439285039,0.423679773577,0.90568928861,0.0113203089204,0.00970631565674,-0.0427381880581,-0.00574545608833,-0.00142847490497,-0.106465660036,0.100391373038,-9.84126758575
59,1348766469,448494911,1348766469,448230981,0.423719664429,0.905668558398,0.011452479451,0.00974417873755,-0.0364932008088,0.00423271860927,0.00940746534616,-0.0967843681574,0.105343438685,-9.84801959991
60,1348766469,459600925,1348766469,459237098,0.423775102603,0.905642257311,0.0115221532074,0.00969557491318,-0.0372424796224,0.00153114867862,0.00759816681966,-0.106497019529,0.105276107788,-9.84373569489
61,1348766469,468571901,1348766469,468285083,0.423733709065,0.905659407142,0.0116911934388,0.00970041514278,-0.0407183021307,0.0136449681595,-0.00837701931596,-0.089542068541,0.105461493134,-9.85974884033
62,1348766469,479588031,1348766469,479284048,0.423848678331,0.905608282237,0.0116179764808,0.00953727653308,-0.0331627726555,-0.00370363285765,0.0120333293453,-0.0966927334666,0.100362181664,-9.83338451385
63,1348766469,488614082,1348766469,488229036,0.42386446276,0.905598376811,0.0117288058981,0.00964013681117,-0.0387269482017,-0.00918109808117,0.00391454529017,-0.0822178348899,0.115117385983,-9.84721469879
64,1348766469,499538898,1348766469,499237060,0.424013564036,0.905527904257,0.011686746795,0.00975356731786,-0.0439159944654,-0.000309950119117,0.00396059872583,-0.0967843681574,0.105343438685,-9.84801959991
65,1348766469,508548974,1348766469,508232116,0.424028429232,0.905518045911,0.0118575928827,0.00981617150156,-0.0465060397983,0.00323866144754,0.00397451873869,-0.101621389389,0.100444339216,-9.84584236145
66,1348766469,519576072,1348766469,519233942,0.424151662324,0.905461728615,0.011773483845,0.00978828074945,-0.0277828238904,-0.000238982000155,0.00764268497005,-0.0870234966278,0.105333551764,-9.8425693512
67,1348766469,528539896,1348766469,528215885,0.424239737675,0.905418649538,0.0119322050913,0.0097640426189,-0.0371394231915,0.0177519377321,0.0202429033816,-0.113888867199,0.124735608697,-9.8467464447
68,1348766469,539609909,1348766469,539215087,0.4243046375,0.905387245998,0.0120176162815,0.00975121942368,-0.0480975061655,0.00673365173861,0.00132706237491,-0.106535635889,0.11500697583,-9.84380531311
69,1348766469,548636913,1348766469,548307895,0.424304348124,0.905384581995,0.012104052578,0.00990306817602,-0.0393539182842,-0.0199083797634,0.000256887316937,-0.106651373208,0.12002684176,-9.86330795288
70,1348766469,559720993,1348766469,559271097,0.424386666332,0.905346054894,0.012097361823,0.00990616799359,-0.0428397394717,-0.00570684159175,0.000353020324837,-0.0992185622454,0.105336256325,-9.84816551208
71,1348766469,568569898,1348766469,568268060,0.424369329445,0.905350998581,0.012230980704,0.0100321835221,-0.0460557900369,-0.0111058671027,-0.00328536168672,-0.108902253211,0.0979707762599,-9.84382915497
72,1348766469,579530000,1348766469,579251050,0.424472915374,0.905302931945,0.0122387432532,0.00997791004025,-0.0312837027013,0.00421504024416,0.00854910165071,-0.0918508693576,0.0980017334223,-9.84037494659
73,1348766469,588536024,1348766469,588233947,0.424472697513,0.90530064081,0.0123175702042,0.0100973402136,-0.0359243564308,-0.0145803801715,0.000314838514896,-0.0918677225709,0.0931942090392,-9.84764003754
74,1348766469,599450111,1348766469,599221944,0.424541811428,0.905268056647,0.0123811576175,0.0100350834691,-0.0482117943466,-0.000310109258862,0.00393105857074,-0.0967675074935,0.110150963068,-9.84075450897
75,1348766469,608541011,1348766469,608247041,0.424605948472,0.905236161644,0.0124932558894,0.0100597580277,-0.0342138856649,0.00522833643481,0.0147826615721,-0.0919497460127,0.107829123735,-9.85261154175
76,1348766469,619781970,1348766469,619218111,0.424711745729,0.905187394579,0.0124613591245,0.0100213903207,-0.0464648902416,-0.00741391116753,0.00388512271456,-0.10651152581,0.114968366921,-9.83893871307
77,1348766469,628532886,1348766469,628226995,0.42475888443,0.905163078789,0.0126207866929,0.0100203112949,-0.0409288778901,0.0140341101214,0.0112439058721,-0.0919448956847,0.100569576025,-9.85742664337
78,1348766469,639539957,1348766469,639235973,0.424872508473,0.905111386321,0.0125446727192,0.00996800288483,-0.0396796688437,-0.0109242182225,0.00568146863952,-0.0968711972237,0.115151524544,-9.85782241821
79,1348766469,648577928,1348766469,648241996,0.424870825823,0.905109373656,0.0127109299123,0.0100117603539,-0.0463316254318,0.00672257039696,0.000439233815996,-0.0870862156153,0.115103028715,-9.84750556946
80,1348766469,659583091,1348766469,659281015,0.424957059985,0.905069334492,0.012700393454,0.00998483531609,-0.0312841795385,-0.00730505306274,0.00933735817671,-0.0893974155188,0.105229854584,-9.83054828644
81,1348766469,668546915,1348766469,668253898,0.425036886214,0.905029306987,0.0128114336451,0.0100730343338,-0.0403772592545,-0.00623942771927,0.0182046666741,-0.096822977066,0.115074306726,-9.84808921814
82,1348766469,679538965,1348766469,679246902,0.425157125247,0.904972172588,0.0128320432567,0.010105659755,-0.0444391071796,-0.0142997037619,0.0145327812061,-0.101604536176,0.105251863599,-9.83857727051
83,1348766469,688623905,1348766469,688230991,0.425172130974,0.904962810241,0.0129534186321,0.0101577590528,-0.0396217927337,0.00146554678213,0.00400275271386,-0.0918532684445,0.0955883190036,-9.84279060364
84,1348766469,699763059,1348766469,699265956,0.425220473861,0.904939330368,0.0129520579966,0.0102274706997,-0.036080788821,-0.0251620896161,0.00379451736808,-0.0967868193984,0.115016393363,-9.84078884125
85,1348766469,708538055,1348766469,708239078,0.425170592436,0.904960445642,0.0130821890692,0.0102672041158,-0.0405818484724,0.00473261065781,-0.0102388923988,-0.0919376909733,0.107809819281,-9.85017871857
86,1348766469,719666004,1348766469,719266891,0.425247186624,0.904925750661,0.0130238755801,0.0102271561554,-0.0378303416073,-0.0171730685979,0.00384910963476,-0.0967771187425,0.100497305393,-9.85041809082
87,1348766469,728563070,1348766469,728260040,0.425262429612,0.90491571529,0.0131037618128,0.0103781312473,-0.0412623435259,-0.019834337756,0.00380292069167,-0.0968518927693,0.110286086798,-9.85778808594
88,1348766469,739563941,1348766469,739253044,0.425272674119,0.904910154541,0.0132099142857,0.0103083956837,-0.0479215569794,-0.000415158516262,-0.00142070837319,-0.0968084782362,0.105382047594,-9.85288619995
89,1348766469,748588085,1348766469,748352050,0.425287804365,0.904900778241,0.0133029018735,0.0103873865249,-0.0378824174404,-0.00563525082543,0.00395866762847,-0.0943887904286,0.115081489086,-9.84794330597
90,1348766469,759658098,1348766469,759226083,0.425390681308,0.904852787472,0.0132567940656,0.0104143492971,-0.0414941757917,-0.0206287801266,0.00824296753854,-0.0772626250982,0.105323664844,-9.83711910248
91,1348766469,768688917,1348766469,768245935,0.425463549223,0.904817899457,0.0132859603058,0.0104316999123,-0.0214038752019,-6.78037977195e-05,0.0166237019002,-0.101715512574,0.127184927464,-9.84360122681
92,1348766469,779593944,1348766469,779305934,0.425532528618,0.904785567107,0.013263732724,0.010450743358,-0.0361064560711,-0.0180589742959,0.00385052431375,-0.0894504338503,0.100480236113,-9.84511375427
93,1348766469,788594007,1348766469,788256883,0.425587585477,0.904757156993,0.0133659856395,0.010537760017,-0.0409459657967,-0.00634638871998,0.0128524592146,-0.0968374833465,0.124766565859,-9.84329223633
94,1348766469,799726963,1348766469,799218893,0.425685097454,0.904710080136,0.0134993469454,0.0104707372186,-0.0542326718569,-0.00354074453935,0.0199116002768,-0.101672053337,0.110194511712,-9.84834575653
95,1348766469,808629989,1348766469,808253049,0.425695489356,0.904703380308,0.0136284517183,0.0104598903016,-0.0379100628197,0.0138734355569,0.00323949172162,-0.0894697383046,0.105345673859,-9.84514808655
96,1348766469,819601058,1348766469,819255113,0.425687815447,0.904705430085,0.013702413389,0.0104982104377,-0.035749219358,-0.0111028468236,-0.00321264308877,-0.0967964231968,0.105362743139,-9.8504524231
97,1348766469,828718900,1348766469,828299045,0.42564624166,0.904723287322,0.0137794741753,0.0105440234048,-0.0337839238346,-0.000559655367397,-0.0084507195279,-0.0968157276511,0.110228173435,-9.85048770905
98,1348766469,839507102,1348766469,839199066,0.42571945241,0.904688410848,0.013838642366,0.0105032896816,-0.0399956665933,-0.00371715403162,0.0110912956297,-0.0919256359339,0.107790514827,-9.84774494171
99,1348766469,848594903,1348766469,848247051,0.425758437393,0.904668385508,0.0139158723734,0.010545792825,-0.0338918268681,-0.000200786729692,0.00937599129975,-0.0821165069938,0.0956170409918,-9.84220790863
100,1348766469,859529972,1348766469,859200954,0.425798840459,0.904648203575,0.0139852103177,0.0105541046265,-0.0462756454945,-0.00659167813137,0.000318253674777,-0.0943839401007,0.107821941376,-9.85275745392
101,1348766469,868572950,1348766469,868244886,0.425788100113,0.904649825665,0.0141270221733,0.0106589854718,-0.0513384602964,-0.0057404525578,-0.00149164709728,-0.0992619767785,0.110240295529,-9.8530664444
102,1348766469,879515886,1348766469,879287958,0.425870153752,0.904612139221,0.0141450350107,0.0105549846556,-0.031311288476,0.00865336321294,0.0085955010727,-0.0919666513801,0.11510796845,-9.85023117065
103,1348766469,888741970,1348766469,888303995,0.425870393563,0.904607863208,0.0143361794796,0.0106534345408,-0.0601011402905,-0.000358706747647,0.00116630888078,-0.0944176986814,0.110293269157,-9.85764217377
104,1348766469,899543046,1348766469,899234056,0.425987404262,0.904551439258,0.0143509581587,0.0107459362732,-0.0449366495013,-0.0100044058636,0.00744034489617,-0.109042152762,0.115115620196,-9.85855197906
105,1348766469,908494949,1348766469,908226013,0.425968813606,0.90455805407,0.0144720462304,0.0107636671335,-0.040985904634,0.00842336658388,-0.00307072745636,-0.0919184312224,0.115030758083,-9.84049797058
106,1348766469,919559955,1348766469,919231891,0.426053859134,0.904519016533,0.0144260078994,0.0107400252766,-0.0303075183183,-0.0135559076443,0.00751063693315,-0.101647943258,0.110155902803,-9.84347915649
107,1348766469,928512096,1348766469,928220033,0.426116473823,0.904488165632,0.0145121786051,0.0107380463445,-0.0333669967949,0.00877549313009,0.014824715443,-0.0967795625329,0.110170267522,-9.84318733215
108,1348766469,939558982,1348766469,939263105,0.426182229626,0.904455698556,0.0146069230307,0.0107347240273,-0.0532469600439,0.00407519331202,0.00126229564194,-0.101739577949,0.115137159824,-9.85811424255
109,1348766469,948628902,1348766469,948324918,0.426237064762,0.904428032699,0.0146599629002,0.010815903953,-0.0349157974124,-0.00900414865464,0.0128567088395,-0.0870813205838,0.095757111907,-9.86196613312
110,1348766469,959734916,1348766469,959301948,0.426322109882,0.904386406698,0.014748815874,0.0108239750854,-0.0381888560951,0.0104271518067,0.0085618365556,-0.0967795625329,0.110170267522,-9.84318733215
111,1348766469,968575954,1348766469,968251943,0.426304292055,0.904392881477,0.0147982477161,0.0109168847714,-0.0357433892787,-0.0111014060676,-0.00321826967411,-0.0894166752696,0.098008915782,-9.84022903442
112,1348766469,980216026,1348766469,979321956,0.426384064178,0.904354206845,0.0148515419991,0.0109329811444,-0.04151994735,-0.0037856681738,0.00750905601308,-0.0870717167854,0.105410762131,-9.85230255127
113,1348766469,988555908,1348766469,988210916,0.426430025139,0.904330327623,0.0149306437633,0.0110076372461,-0.0399848222733,-0.00549041805789,0.0110693722963,-0.0870186462998,0.0980740040541,-9.84738349915
114,1348766469,999520063,1348766469,999224901,0.426526797509,0.904284587746,0.0149940107045,0.0109295477932,-0.0385836549103,-6.21597937425e-05,0.0164888724685,-0.0919063836336,0.115011453629,-9.83806419373
115,1348766470,8511066,1348766470,8223056,0.426527204142,0.904280822413,0.0151241092631,0.0110453456767,-0.0531923472881,-0.00834683794528,0.0011438394431,-0.0895204097033,0.115095846355,-9.84765148163
116,1348766470,19634962,1348766470,19288063,0.426565984564,0.904262372977,0.0152057408309,0.0109456418739,-0.0515066832304,-0.000361441954738,0.0012306390563,-0.0968277826905,0.110247477889,-9.85292053223
117,1348766470,28682947,1348766470,28306007,0.426579436214,0.904254493215,0.0152892476457,0.0109560488548,-0.036210089922,0.00678483163938,0.0040857931599,-0.108936019242,0.100442104042,-9.84871292114
118,1348766470,39601087,1348766470,39252996,0.426627655683,0.904229934792,0.0153794351931,0.0109791349859,-0.034572456032,0.0015009046765,0.00582708325237,-0.0968494415283,0.100613132119,-9.86501789093
119,1348766470,48644065,1348766470,48213958,0.426666047897,0.904211076077,0.0154123352604,0.0109942436439,-0.0278925932944,0.00157088821288,0.00944572687149,-0.0919594019651,0.110261842608,-9.85262966156
120,1348766470,59547901,1348766470,59254884,0.42663383909,0.90422473468,0.0154814820869,0.0110236223301,-0.0371350795031,-0.0130005283281,-0.00866085384041,-0.0772313773632,0.100556634367,-9.84698867798
121,1348766470,68562984,1348766470,68280935,0.426647523208,0.904217674248,0.0155177323001,0.0110221822505,-0.0275798328221,0.00498851342127,0.00407172832638,-0.0966952741146,0.110152825713,-9.83849143982
122,1348766470,79575061,1348766470,79247951,0.426735170171,0.904173737685,0.0156086605774,0.0111047887775,-0.0432767756283,-0.000240788605879,0.00836551561952,-0.0895084515214,0.115194216371,-9.85755634308
123,1348766470,88728904,1348766470,88249921,0.426736323837,0.904171501388,0.0156521176724,0.0111811094775,-0.0359777808189,-0.00837205257267,0.00120963249356,-0.0919233337045,0.110321618617,-9.8576669693
124,1348766470,99558115,1348766470,99257946,0.426775204636,0.90415023111,0.0157639564998,0.0112597498984,-0.0360765382648,0.00318071688525,0.00221596774645,-0.0919234231114,0.134494304657,-9.83837509155
125,1348766470,108513116,1348766470,108234882,0.426892118144,0.904093147135,0.0158623485049,0.0112732723147,-0.0408894754946,0.00722771324217,0.027182707563,-0.096762791276,0.115095466375,-9.84825992584
126,1348766470,119560956,1348766470,119230985,0.426981345101,0.904050330226,0.0158994790034,0.0112755452694,-0.0280533507466,-0.000157017813763,0.0129403518513,-0.0968110114336,0.115172676742,-9.85799407959
127,1348766470,128530979,1348766470,128226041,0.427057780187,0.904012200677,0.0159966165767,0.0113005162436,-0.0421130880713,0.00527779525146,0.0182337798178,-0.0918992236257,0.110283009708,-9.85280036926
128,1348766470,139552116,1348766470,139259099,0.427046659298,0.904016159885,0.0160735083371,0.0112949448438,-0.0340224802494,-0.00580116966739,-0.00320988683961,-0.0967338383198,0.107797324657,-9.84820747375
129,1348766470,148775100,1348766470,148209095,0.427076223778,0.904001104561,0.0160875012761,0.0113619690105,-0.0311558805406,-0.00914294179529,0.00748943444341,-0.106463380158,0.115008831024,-9.84154319763
130,1348766470,159615039,1348766470,159224033,0.427129713103,0.90397379796,0.0161900602008,0.0113781693662,-0.0381142310798,-0.000241164627369,0.00839709676802,-0.0869922339916,0.100566521287,-9.8524389267
131,1348766470,168534994,1348766470,168226003,0.427134250373,0.903971025452,0.0162304467229,0.0113705716836,-0.0300688762218,0.0067343832925,0.00227718404494,-0.0821190625429,0.105407692492,-9.84731578827
132,1348766470,179538011,1348766470,179267883,0.427223004678,0.903927253915,0.0163273899061,0.011377180791,-0.035043079406,0.00520224124193,0.0147222690284,-0.101623915136,0.110234983265,-9.85095024109
133,1348766470,188657999,1348766470,188265085,0.42729132944,0.903893386493,0.016397897479,0.0114006402656,-0.0385669581592,0.00346762826666,0.0164558980614,-0.0869753807783,0.105374030769,-9.84517383575
134,1348766470,199537038,1348766470,199256896,0.427369211226,0.903854483895,0.0164835809787,0.0114420626239,-0.0425279475749,-0.00640179822221,0.0109842382371,-0.0918172001839,0.095648124814,-9.84782886505
135,1348766470,208606004,1348766470,208256006,0.427454153761,0.903813763846,0.0165219164125,0.0114303540168,-0.0301863327622,0.00708046602085,0.0201282911003,-0.108916826546,0.107780732214,-9.85136985779
