rostime,x,y,z,rot_x,rot_y,rot_z
1336584052927231073,-0.196880823367,-3.42016459836,1.17509604341,-0.494203548757,0.504598693968,0.540195982715
1336584052937326908,-0.196871972734,-3.42018503837,1.17510753653,-0.493927144675,0.504597864884,0.540291480437
1336584052947037935,-0.196803463434,-3.42028264071,1.17519094058,-0.494102619809,0.504883948659,0.539954022422
1336584052957576990,-0.196769530533,-3.42030981153,1.17521320418,-0.494071818419,0.504953599258,0.53963225189
1336584052967012882,-0.196744495042,-3.42038039853,1.17532223264,-0.494205926278,0.504902547697,0.539321051273
1336584052977085113,-0.196781352964,-3.42018749521,1.17525552781,-0.493459673164,0.504261914597,0.538797768535
1336584052987520933,-0.196754601337,-3.42022026959,1.17536790606,-0.493433096108,0.504106711893,0.538750409293
1336584052997054100,-0.196756429156,-3.42031500783,1.17545220278,-0.493334008179,0.503896036664,0.538738674299
1336584053007175922,-0.196725143129,-3.42034013193,1.17560621567,-0.493121355719,0.503765744285,0.538961142032
1336584053017034053,-0.196866816799,-3.42026382741,1.17575448535,-0.492622612239,0.503001570194,0.540128878787
1336584053027184963,-0.19662513289,-3.42046218403,1.17576299906,-0.492817995656,0.503846092979,0.538732659993
1336584053037370920,-0.196521137116,-3.42058488877,1.1758434522,-0.493046249116,0.503897205035,0.538302926369
1336584053047123908,-0.196523709566,-3.42057152547,1.17587769698,-0.493083795109,0.504259410376,0.538004914726
1336584053057490110,-0.196462334838,-3.42061910196,1.1759182727,-0.493135969774,0.504231435771,0.537919022897
1336584053067051887,-0.196431348046,-3.4206749414,1.1759934804,-0.49318209908,0.504438176346,0.537538769398
1336584053077012062,-0.196400500093,-3.42070916023,1.17608682553,-0.493226964319,0.504302788623,0.537466744921
1336584053087460994,-0.196351561855,-3.42074609349,1.17619286999,-0.493207412644,0.504258685508,0.537528245483
1336584053097021102,-0.196357457653,-3.42072370046,1.17627335799,-0.493092929126,0.504011567024,0.537789522814
1336584053107328891,-0.196347686213,-3.42079864554,1.17640626136,-0.493099440813,0.503839573962,0.537823240604
1336584053116940021,-0.196353167263,-3.42074205918,1.1764854708,-0.493029536015,0.503513871753,0.538045758672
1336584053127053022,-0.19630342667,-3.42080623211,1.17657409974,-0.493259751411,0.503447604247,0.537866299585
1336584053137378931,-0.196221026105,-3.42080950161,1.17666469939,-0.49352458119,0.503326287786,0.537678632892
1336584053147032976,-0.196211461157,-3.42084834449,1.17672557053,-0.493545838227,0.503225615336,0.537685686392
1336584053157512903,-0.196189380916,-3.42084365355,1.17673273603,-0.493626201511,0.503240367779,0.537591584416
1336584053166973114,-0.196132597998,-3.42090354306,1.17672337524,-0.493783203699,0.503420013751,0.537505036394
1336584053177081108,-0.196019823915,-3.42097728656,1.176789291,-0.493931417691,0.503567630805,0.537248588808
1336584053187943935,-0.195992029964,-3.42098450079,1.17674934985,-0.494130305038,0.503699833925,0.536951615032
1336584053197151899,-0.195936320948,-3.42103226613,1.17674412011,-0.494523704113,0.50376080877,0.5366360611
1336584053207462072,-0.195849131384,-3.42111932125,1.17673158658,-0.494602668355,0.503877486476,0.536329941141
1336584053216962099,-0.195831942796,-3.42116089424,1.17674264658,-0.494807781442,0.503856169897,0.536289256932
1336584053226995944,-0.195797966714,-3.42116423018,1.17673316203,-0.494617770062,0.503578588738,0.53640419481
1336584053237531900,-0.195768971448,-3.42125021574,1.17679312472,-0.494467797064,0.503561439571,0.536687689907
1336584053247019052,-0.195796022526,-3.42128689796,1.17678702581,-0.494120233664,0.503383007858,0.537026220664
